Latitude,Longitude,TotalPrecipitation (mm)
50.45,-74.42,448.681
50.45,-74.42,469.597
50.45,-74.42,461.59
50.45,-74.42,420.553
50.45,-74.42,454.173
50.45,-74.42,450.587
50.45,-74.42,395.604
50.45,-74.42,442.512
50.45,-74.42,445.953
50.45,-74.42,449.398
50.45,-74.42,466.163
50.45,-74.42,387.379
50.45,-74.42,443.042
50.45,-74.42,478.568
50.45,-74.42,427.461
50.45,-74.42,437.958
50.45,-74.42,399.626
50.45,-74.42,388.866
50.45,-74.42,425.417
50.45,-74.42,407.728
50.45,-74.42,439.299
50.45,-74.42,448.915
50.45,-74.42,403.811
50.45,-74.42,465.258
50.45,-74.42,393.301
50.35,-74.68,430.84
50.35,-74.68,447.685
50.35,-74.68,471.499
50.35,-74.68,428.778
50.35,-74.68,452.142
50.35,-74.68,453.126
50.35,-74.68,474.324
50.35,-74.68,467.222
50.35,-74.68,426.189
50.35,-74.68,460.831
50.35,-74.68,455.977
50.35,-74.68,401.381
50.35,-74.68,448.65
50.35,-74.68,452.225
50.35,-74.68,454.976
50.35,-74.68,472.015
50.35,-74.68,393.388
50.35,-74.68,449.128
50.35,-74.68,482.866
50.35,-74.68,433.255
50.35,-74.68,443.886
50.35,-74.68,407.03
50.35,-74.68,395.564
50.35,-74.68,431.365
50.35,-74.68,413.873
50.35,-74.68,445.511
50.35,-74.68,455.818
50.35,-74.68,410.504
50.35,-74.68,470.085
50.35,-74.68,397.939
50.36,-74.69,430.623
50.36,-74.69,447.536
50.36,-74.69,471.361
50.36,-74.69,428.618
50.36,-74.69,452.034
50.36,-74.69,452.971
50.36,-74.69,474.2
50.36,-74.69,467.072
50.36,-74.69,426.058
50.36,-74.69,460.694
50.36,-74.69,455.81
50.36,-74.69,401.268
50.36,-74.69,448.482
50.36,-74.69,452.073
50.36,-74.69,454.843
50.36,-74.69,471.869
50.36,-74.69,393.27
50.36,-74.69,448.688
50.36,-74.69,482.73
50.36,-74.69,433.126
50.36,-74.69,443.728
50.36,-74.69,406.895
50.36,-74.69,395.427
50.36,-74.69,431.245
50.36,-74.69,413.688
50.36,-74.69,445.341
50.36,-74.69,455.653
50.36,-74.69,410.35
50.36,-74.69,469.955
50.36,-74.69,397.829
50.36,-74.69,430.61
50.36,-74.69,447.522
50.36,-74.69,471.317
50.36,-74.69,428.604
50.36,-74.69,452.023
50.36,-74.69,452.957
50.36,-74.69,474.188
50.36,-74.69,467.059
50.36,-74.69,426.045
50.36,-74.69,460.041
50.36,-74.69,455.79
50.36,-74.69,401.257
50.36,-74.69,448.468
50.36,-74.69,452.06
50.36,-74.69,454.83
50.36,-74.69,471.856
50.36,-74.69,393.258
50.36,-74.69,448.675
50.36,-74.69,482.717
50.36,-74.69,433.114
50.36,-74.69,443.714
50.36,-74.69,406.881
50.36,-74.69,395.414
50.36,-74.69,431.233
50.36,-74.69,413.674
50.36,-74.69,445.318
50.36,-74.69,455.639
50.36,-74.69,410.336
50.36,-74.69,469.943
50.36,-74.69,397.817
50.36,-74.69,430.31
50.36,-74.69,447.218
50.36,-74.69,470.635
50.36,-74.69,428.916
50.36,-74.69,451.718
50.36,-74.69,452.613
50.36,-74.69,473.869
50.36,-74.69,468.279
50.36,-74.69,425.77
50.36,-74.69,459.419
50.36,-74.69,455.947
50.36,-74.69,401.01
50.36,-74.69,448.143
50.36,-74.69,451.77
50.36,-74.69,454.406
50.36,-74.69,471.564
50.36,-74.69,392.965
50.36,-74.69,448.387
50.36,-74.69,482.187
50.36,-74.69,432.767
50.36,-74.69,443.398
50.36,-74.69,408.17
50.36,-74.69,394.874
50.36,-74.69,431.006
50.36,-74.69,414.236
50.36,-74.69,444.91
50.36,-74.69,455.329
50.36,-74.69,410.02
50.36,-74.69,469.675
50.36,-74.69,399.07
50.35,-74.67,430.746
50.35,-74.67,447.589
50.35,-74.67,471.409
50.35,-74.67,428.681
50.35,-74.67,452.053
50.35,-74.67,453.03
50.35,-74.67,474.236
50.35,-74.67,467.135
50.35,-74.67,426.096
50.35,-74.67,460.74
50.35,-74.67,455.889
50.35,-74.67,401.295
50.35,-74.67,448.567
50.35,-74.67,452.139
50.35,-74.67,454.882
50.35,-74.67,471.922
50.35,-74.67,393.296
50.35,-74.67,449.04
50.35,-74.67,482.77
50.35,-74.67,433.167
50.35,-74.67,443.785
50.35,-74.67,406.931
50.35,-74.67,395.475
50.35,-74.67,431.27
50.35,-74.67,413.78
50.35,-74.67,445.414
50.35,-74.67,455.724
50.35,-74.67,410.402
50.35,-74.67,469.996
50.35,-74.67,397.845
50.35,-74.67,430.747
50.35,-74.67,447.59
50.35,-74.67,471.41
50.35,-74.67,428.682
50.35,-74.67,452.054
50.35,-74.67,453.031
50.35,-74.67,474.237
50.35,-74.67,467.136
50.35,-74.67,426.097
50.35,-74.67,460.741
50.35,-74.67,455.89
50.35,-74.67,401.296
50.35,-74.67,448.568
50.35,-74.67,452.14
50.35,-74.67,454.883
50.35,-74.67,471.923
50.35,-74.67,393.297
50.35,-74.67,449.041
50.35,-74.67,482.771
50.35,-74.67,433.168
50.35,-74.67,443.786
50.35,-74.67,406.932
50.35,-74.67,395.476
50.35,-74.67,431.271
50.35,-74.67,413.781
50.35,-74.67,445.415
50.35,-74.67,455.726
50.35,-74.67,410.404
50.35,-74.67,469.997
50.35,-74.67,397.846
50.34,-74.67,430.901
50.34,-74.67,447.823
50.34,-74.67,471.626
50.34,-74.67,428.927
50.34,-74.67,452.24
50.34,-74.67,453.269
50.34,-74.67,474.438
50.34,-74.67,467.361
50.34,-74.67,426.308
50.34,-74.67,460.317
50.34,-74.67,456.134
50.34,-74.67,401.484
50.34,-74.67,448.808
50.34,-74.67,452.366
50.34,-74.67,455.098
50.34,-74.67,472.15
50.34,-74.67,393.496
50.34,-74.67,448.977
50.34,-74.67,482.991
50.34,-74.67,433.373
50.34,-74.67,444.032
50.34,-74.67,407.154
50.34,-74.67,395.691
50.34,-74.67,431.473
50.34,-74.67,414.047
50.34,-74.67,445.669
50.34,-74.67,455.971
50.34,-74.67,410.646
50.34,-74.67,470.204
50.34,-74.67,398.039
50.34,-74.67,430.893
50.34,-74.67,447.816
50.34,-74.67,471.588
50.34,-74.67,428.919
50.34,-74.67,452.234
50.34,-74.67,453.261
50.34,-74.67,474.431
50.34,-74.67,467.354
50.34,-74.67,426.301
50.34,-74.67,460.31
50.34,-74.67,456.119
50.34,-74.67,401.478
50.34,-74.67,448.8
50.34,-74.67,452.359
50.34,-74.67,455.091
50.34,-74.67,472.143
50.34,-74.67,393.49
50.34,-74.67,448.97
50.34,-74.67,482.984
50.34,-74.67,433.366
50.34,-74.67,444.025
50.34,-74.67,407.147
50.34,-74.67,395.684
50.34,-74.67,431.467
50.34,-74.67,414.039
50.34,-74.67,445.661
50.34,-74.67,455.964
50.34,-74.67,410.638
50.34,-74.67,470.197
50.34,-74.67,398.032
50.34,-74.67,430.885
50.34,-74.67,447.807
50.34,-74.67,471.58
50.34,-74.67,428.911
50.34,-74.67,452.226
50.34,-74.67,453.252
50.34,-74.67,474.424
50.34,-74.67,467.346
50.34,-74.67,426.294
50.34,-74.67,460.303
50.34,-74.67,456.111
50.34,-74.67,401.471
50.34,-74.67,448.792
50.34,-74.67,452.352
50.34,-74.67,455.083
50.34,-74.67,472.135
50.34,-74.67,393.482
50.34,-74.67,448.962
50.34,-74.67,482.976
50.34,-74.67,433.359
50.34,-74.67,444.016
50.34,-74.67,407.139
50.34,-74.67,395.676
50.34,-74.67,431.459
50.34,-74.67,414.03
50.34,-74.67,445.652
50.34,-74.67,455.955
50.34,-74.67,410.629
50.34,-74.67,470.19
50.34,-74.67,398.025
50.32,-74.59,430.478
50.32,-74.59,447.437
50.32,-74.59,470.731
50.32,-74.59,428.471
50.32,-74.59,451.731
50.32,-74.59,452.864
50.32,-74.59,474.027
50.32,-74.59,467.007
50.32,-74.59,425.88
50.32,-74.59,460.414
50.32,-74.59,455.799
50.32,-74.59,401.083
50.32,-74.59,448.538
50.32,-74.59,452.024
50.32,-74.59,454.663
50.32,-74.59,471.74
50.32,-74.59,393.053
50.32,-74.59,448.908
50.32,-74.59,482.547
50.32,-74.59,433.009
50.32,-74.59,443.594
50.32,-74.59,406.659
50.32,-74.59,395.185
50.32,-74.59,431.041
50.32,-74.59,414.021
50.32,-74.59,445.253
50.32,-74.59,455.738
50.32,-74.59,410.196
50.32,-74.59,469.801
50.32,-74.59,399.071
50.32,-74.6,430.62
50.32,-74.6,447.583
50.32,-74.6,471.068
50.32,-74.6,428.733
50.32,-74.6,451.862
50.32,-74.6,453.009
50.32,-74.6,474.159
50.32,-74.6,467.141
50.32,-74.6,426.019
50.32,-74.6,460.551
50.32,-74.6,455.935
50.32,-74.6,401.21
50.32,-74.6,448.67
50.32,-74.6,452.156
50.32,-74.6,454.804
50.32,-74.6,471.881
50.32,-74.6,393.195
50.32,-74.6,449.043
50.32,-74.6,482.691
50.32,-74.6,433.14
50.32,-74.6,443.747
50.32,-74.6,406.825
50.32,-74.6,395.543
50.32,-74.6,431.182
50.32,-74.6,413.86
50.32,-74.6,445.403
50.32,-74.6,455.882
50.32,-74.6,410.349
50.32,-74.6,469.935
50.32,-74.6,399.21
50.31,-74.6,430.84
50.31,-74.6,447.81
50.31,-74.6,471.278
50.31,-74.6,428.972
50.31,-74.6,452.039
50.31,-74.6,453.241
50.31,-74.6,474.353
50.31,-74.6,467.362
50.31,-74.6,426.223
50.31,-74.6,460.761
50.31,-74.6,456.175
50.31,-74.6,401.391
50.31,-74.6,448.909
50.31,-74.6,452.379
50.31,-74.6,455.012
50.31,-74.6,472.106
50.31,-74.6,393.386
50.31,-74.6,449.265
50.31,-74.6,482.902
50.31,-74.6,433.339
50.31,-74.6,443.986
50.31,-74.6,407.039
50.31,-74.6,395.753
50.31,-74.6,431.376
50.31,-74.6,414.123
50.31,-74.6,445.652
50.31,-74.6,456.123
50.31,-74.6,410.586
50.31,-74.6,470.134
50.31,-74.6,399.395
50.31,-74.61,430.941
50.31,-74.61,447.914
50.31,-74.61,471.374
50.31,-74.61,429.077
50.31,-74.61,452.134
50.31,-74.61,453.343
50.31,-74.61,474.447
50.31,-74.61,467.456
50.31,-74.61,426.322
50.31,-74.61,460.859
50.31,-74.61,456.27
50.31,-74.61,401.482
50.31,-74.61,448.999
50.31,-74.61,452.47
50.31,-74.61,455.113
50.31,-74.61,472.202
50.31,-74.61,393.484
50.31,-74.61,449.36
50.31,-74.61,483.005
50.31,-74.61,433.433
50.31,-74.61,444.095
50.31,-74.61,407.145
50.31,-74.61,395.77
50.31,-74.61,431.477
50.31,-74.61,414.223
50.31,-74.61,445.757
50.31,-74.61,456.224
50.31,-74.61,410.694
50.31,-74.61,470.229
50.31,-74.61,399.496
50.36,-74.46,428.098
50.36,-74.46,444.953
50.36,-74.46,468.477
50.36,-74.46,425.781
50.36,-74.46,449.6
50.36,-74.46,451.481
50.36,-74.46,471.852
50.36,-74.46,464.517
50.36,-74.46,423.613
50.36,-74.46,457.206
50.36,-74.46,453.828
50.36,-74.46,399.028
50.36,-74.46,446.111
50.36,-74.46,449.628
50.36,-74.46,452.36
50.36,-74.46,469.362
50.36,-74.46,390.859
50.36,-74.46,446.206
50.36,-74.46,480.172
50.36,-74.46,430.801
50.36,-74.46,441.025
50.36,-74.46,403.654
50.36,-74.46,392.777
50.36,-74.46,428.805
50.36,-74.46,411.983
50.36,-74.46,442.67
50.36,-74.46,453.103
50.36,-74.46,407.641
50.36,-74.46,467.608
50.36,-74.46,396.893
50.36,-74.46,428.107
50.36,-74.46,444.997
50.36,-74.46,468.485
50.36,-74.46,425.791
50.36,-74.46,449.608
50.36,-74.46,451.508
50.36,-74.46,471.86
50.36,-74.46,464.526
50.36,-74.46,423.622
50.36,-74.46,457.214
50.36,-74.46,453.837
50.36,-74.46,399.036
50.36,-74.46,446.12
50.36,-74.46,449.637
50.36,-74.46,452.368
50.36,-74.46,469.371
50.36,-74.46,390.867
50.36,-74.46,446.215
50.36,-74.46,480.181
50.36,-74.46,430.811
50.36,-74.46,441.034
50.36,-74.46,403.663
50.36,-74.46,392.785
50.36,-74.46,428.813
50.36,-74.46,411.993
50.36,-74.46,442.68
50.36,-74.46,453.112
50.36,-74.46,407.651
50.36,-74.46,467.616
50.36,-74.46,396.901
50.36,-74.46,428.114
50.36,-74.46,445.005
50.36,-74.46,468.493
50.36,-74.46,425.799
50.36,-74.46,449.614
50.36,-74.46,451.516
50.36,-74.46,471.867
50.36,-74.46,464.673
50.36,-74.46,423.629
50.36,-74.46,457.222
50.36,-74.46,453.846
50.36,-74.46,399.042
50.36,-74.46,446.129
50.36,-74.46,449.644
50.36,-74.46,452.376
50.36,-74.46,469.379
50.36,-74.46,390.875
50.36,-74.46,446.309
50.36,-74.46,480.188
50.36,-74.46,430.818
50.36,-74.46,441.043
50.36,-74.46,403.671
50.36,-74.46,392.793
50.36,-74.46,428.82
50.36,-74.46,412.002
50.36,-74.46,442.689
50.36,-74.46,453.12
50.36,-74.46,407.659
50.36,-74.46,467.623
50.36,-74.46,396.908
50.35,-74.46,428.319
50.35,-74.46,445.217
50.35,-74.46,468.687
50.35,-74.46,426.149
50.35,-74.46,449.774
50.35,-74.46,451.726
50.35,-74.46,472.044
50.35,-74.46,464.927
50.35,-74.46,423.817
50.35,-74.46,457.417
50.35,-74.46,454.074
50.35,-74.46,399.209
50.35,-74.46,446.357
50.35,-74.46,449.952
50.35,-74.46,452.567
50.35,-74.46,469.59
50.35,-74.46,391.05
50.35,-74.46,446.518
50.35,-74.46,480.381
50.35,-74.46,431.002
50.35,-74.46,441.265
50.35,-74.46,403.867
50.35,-74.46,392.989
50.35,-74.46,428.997
50.35,-74.46,412.255
50.35,-74.46,442.924
50.35,-74.46,453.349
50.35,-74.46,407.879
50.35,-74.46,467.808
50.35,-74.46,397.075
50.35,-74.46,428.324
50.35,-74.46,445.222
50.35,-74.46,468.692
50.35,-74.46,426.189
50.35,-74.46,449.778
50.35,-74.46,451.804
50.35,-74.46,472.049
50.35,-74.46,464.932
50.35,-74.46,423.822
50.35,-74.46,457.421
50.35,-74.46,454.079
50.35,-74.46,399.213
50.35,-74.46,446.391
50.35,-74.46,449.956
50.35,-74.46,452.571
50.35,-74.46,469.595
50.35,-74.46,391.054
50.35,-74.46,446.523
50.35,-74.46,480.386
50.35,-74.46,431.007
50.35,-74.46,441.27
50.35,-74.46,403.872
50.35,-74.46,392.993
50.35,-74.46,429.002
50.35,-74.46,412.284
50.35,-74.46,442.929
50.35,-74.46,453.354
50.35,-74.46,407.884
50.35,-74.46,467.812
50.35,-74.46,397.079
50.24,-75.33,436.605
50.24,-75.33,453.594
50.24,-75.33,476.796
50.24,-75.33,434.852
50.24,-75.33,457.107
50.24,-75.33,458.906
50.24,-75.33,479.529
50.24,-75.33,472.555
50.24,-75.33,431.548
50.24,-75.33,466.268
50.24,-75.33,461.609
50.24,-75.33,406.462
50.24,-75.33,454.069
50.24,-75.33,457.576
50.24,-75.33,460.51
50.24,-75.33,477.504
50.24,-75.33,398.731
50.24,-75.33,454.704
50.24,-75.33,488.136
50.24,-75.33,438.473
50.24,-75.33,449.997
50.24,-75.33,413.065
50.24,-75.33,401.201
50.24,-75.33,437.08
50.24,-75.33,420.194
50.24,-75.33,451.59
50.24,-75.33,461.8
50.24,-75.33,416.514
50.24,-75.33,475.191
50.24,-75.33,403.702
50.23,-75.33,436.823
50.23,-75.33,453.818
50.23,-75.33,477.008
50.23,-75.33,435.081
50.23,-75.33,457.312
50.23,-75.33,459.134
50.23,-75.33,479.735
50.23,-75.33,472.765
50.23,-75.33,431.764
50.23,-75.33,466.48
50.23,-75.33,461.821
50.23,-75.33,406.654
50.23,-75.33,454.272
50.23,-75.33,457.779
50.23,-75.33,460.73
50.23,-75.33,477.727
50.23,-75.33,398.941
50.23,-75.33,454.911
50.23,-75.33,488.368
50.23,-75.33,438.675
50.23,-75.33,450.236
50.23,-75.33,413.288
50.23,-75.33,401.414
50.23,-75.33,437.291
50.23,-75.33,420.413
50.23,-75.33,451.819
50.23,-75.33,462.019
50.23,-75.33,416.751
50.23,-75.33,475.401
50.23,-75.33,403.91
50.23,-75.33,436.823
50.23,-75.33,453.818
50.23,-75.33,477.008
50.23,-75.33,435.081
50.23,-75.33,457.312
50.23,-75.33,459.134
50.23,-75.33,479.735
50.23,-75.33,472.765
50.23,-75.33,431.764
50.23,-75.33,466.48
50.23,-75.33,461.821
50.23,-75.33,406.654
50.23,-75.33,454.272
50.23,-75.33,457.779
50.23,-75.33,460.73
50.23,-75.33,477.727
50.23,-75.33,398.941
50.23,-75.33,454.911
50.23,-75.33,488.368
50.23,-75.33,438.675
50.23,-75.33,450.236
50.23,-75.33,413.288
50.23,-75.33,401.414
50.23,-75.33,437.291
50.23,-75.33,420.413
50.23,-75.33,451.819
50.23,-75.33,462.019
50.23,-75.33,416.751
50.23,-75.33,475.401
50.23,-75.33,403.91
50.23,-75.33,436.833
50.23,-75.33,453.861
50.23,-75.33,477.018
50.23,-75.33,435.091
50.23,-75.33,457.322
50.23,-75.33,459.145
50.23,-75.33,479.745
50.23,-75.33,472.774
50.23,-75.33,431.774
50.23,-75.33,466.49
50.23,-75.33,461.831
50.23,-75.33,406.663
50.23,-75.33,454.282
50.23,-75.33,457.789
50.23,-75.33,460.74
50.23,-75.33,477.737
50.23,-75.33,398.95
50.23,-75.33,454.92
50.23,-75.33,488.379
50.23,-75.33,438.684
50.23,-75.33,450.248
50.23,-75.33,413.299
50.23,-75.33,401.424
50.23,-75.33,437.301
50.23,-75.33,420.423
50.23,-75.33,451.83
50.23,-75.33,462.029
50.23,-75.33,416.762
50.23,-75.33,475.41
50.23,-75.33,403.92
50.17,-75.35,437.915
50.17,-75.35,455.051
50.17,-75.35,478.06
50.17,-75.35,436.216
50.17,-75.35,458.349
50.17,-75.35,460.263
50.17,-75.35,480.767
50.17,-75.35,473.796
50.17,-75.35,432.846
50.17,-75.35,467.538
50.17,-75.35,462.858
50.17,-75.35,407.628
50.17,-75.35,455.259
50.17,-75.35,458.778
50.17,-75.35,461.97
50.17,-75.35,478.83
50.17,-75.35,400.006
50.17,-75.35,455.934
50.17,-75.35,489.523
50.17,-75.35,439.688
50.17,-75.35,451.428
50.17,-75.35,414.419
50.17,-75.35,402.436
50.17,-75.35,438.367
50.17,-75.35,421.489
50.17,-75.35,452.953
50.17,-75.35,463.239
50.17,-75.35,417.942
50.17,-75.35,476.441
50.17,-75.35,404.976
50.17,-75.34,438.072
50.17,-75.34,455.214
50.17,-75.34,478.217
50.17,-75.34,436.479
50.17,-75.34,458.495
50.17,-75.34,460.432
50.17,-75.34,480.917
50.17,-75.34,473.944
50.17,-75.34,433.001
50.17,-75.34,467.693
50.17,-75.34,463.018
50.17,-75.34,407.763
50.17,-75.34,455.415
50.17,-75.34,458.93
50.17,-75.34,462.129
50.17,-75.34,478.995
50.17,-75.34,400.151
50.17,-75.34,456.087
50.17,-75.34,489.699
50.17,-75.34,439.833
50.17,-75.34,451.603
50.17,-75.34,414.574
50.17,-75.34,402.58
50.17,-75.34,438.513
50.17,-75.34,421.654
50.17,-75.34,453.124
50.17,-75.34,463.402
50.17,-75.34,418.113
50.17,-75.34,476.596
50.17,-75.34,405.117
50.17,-75.14,438.062
50.17,-75.14,455.187
50.17,-75.14,478.334
50.17,-75.14,436.451
50.17,-75.14,458.858
50.17,-75.14,460.587
50.17,-75.14,480.926
50.17,-75.14,474.001
50.17,-75.14,433.251
50.17,-75.14,467.705
50.17,-75.14,462.92
50.17,-75.14,407.832
50.17,-75.14,455.434
50.17,-75.14,458.85
50.17,-75.14,462.203
50.17,-75.14,479.091
50.17,-75.14,400.335
50.17,-75.14,455.985
50.17,-75.14,490.122
50.17,-75.14,439.975
50.17,-75.14,451.849
50.17,-75.14,414.531
50.17,-75.14,402.925
50.17,-75.14,438.416
50.17,-75.14,421.363
50.17,-75.14,453.066
50.17,-75.14,463.361
50.17,-75.14,418.382
50.17,-75.14,476.757
50.17,-75.14,405.501
50.18,-74.99,438.187
50.18,-74.99,455.333
50.18,-74.99,478.485
50.18,-74.99,436.627
50.18,-74.99,458.883
50.18,-74.99,460.774
50.18,-74.99,481.029
50.18,-74.99,474.214
50.18,-74.99,433.341
50.18,-74.99,467.838
50.18,-74.99,463.188
50.18,-74.99,407.867
50.18,-74.99,455.63
50.18,-74.99,459.06
50.18,-74.99,462.301
50.18,-74.99,479.256
50.18,-74.99,400.354
50.18,-74.99,456.18
50.18,-74.99,490.265
50.18,-74.99,440.05
50.18,-74.99,452.014
50.18,-74.99,414.577
50.18,-74.99,403.006
50.18,-74.99,438.431
50.18,-74.99,421.652
50.18,-74.99,453.298
50.18,-74.99,463.585
50.18,-74.99,418.508
50.18,-74.99,476.887
50.18,-74.99,405.47
50.13,-74.95,439.956
50.13,-74.95,457.161
50.13,-74.95,480.177
50.13,-74.95,438.492
50.13,-74.95,460.486
50.13,-74.95,462.638
50.13,-74.95,482.69
50.13,-74.95,475.926
50.13,-74.95,435.045
50.13,-74.95,469.568
50.13,-74.95,464.949
50.13,-74.95,409.389
50.13,-74.95,457.42
50.13,-74.95,460.726
50.13,-74.95,464.135
50.13,-74.95,481.375
50.13,-74.95,401.997
50.13,-74.95,457.885
50.13,-74.95,492.101
50.13,-74.95,441.695
50.13,-74.95,454.251
50.13,-74.95,416.368
50.13,-74.95,404.684
50.13,-74.95,440.13
50.13,-74.95,423.521
50.13,-74.95,455.194
50.13,-74.95,465.838
50.13,-74.95,420.406
50.13,-74.95,478.555
50.13,-74.95,407.126
50.14,-74.96,439.536
50.14,-74.96,456.727
50.14,-74.96,479.781
50.14,-74.96,438.049
50.14,-74.96,460.103
50.14,-74.96,462.182
50.14,-74.96,482.295
50.14,-74.96,475.52
50.14,-74.96,434.64
50.14,-74.96,469.14
50.14,-74.96,464.529
50.14,-74.96,408.999
50.14,-74.96,456.923
50.14,-74.96,460.332
50.14,-74.96,463.641
50.14,-74.96,480.621
50.14,-74.96,401.606
50.14,-74.96,457.481
50.14,-74.96,491.665
50.14,-74.96,441.283
50.14,-74.96,453.494
50.14,-74.96,415.942
50.14,-74.96,404.263
50.14,-74.96,439.726
50.14,-74.96,423.079
50.14,-74.96,454.745
50.14,-74.96,464.974
50.14,-74.96,419.955
50.14,-74.96,478.159
50.14,-74.96,406.731
50.14,-74.83,438.702
50.14,-74.83,455.88
50.14,-74.83,478.996
50.14,-74.83,437.242
50.14,-74.83,459.179
50.14,-74.83,461.389
50.14,-74.83,481.454
50.14,-74.83,474.829
50.14,-74.83,433.769
50.14,-74.83,468.356
50.14,-74.83,463.91
50.14,-74.83,408.2
50.14,-74.83,456.483
50.14,-74.83,459.69
50.14,-74.83,462.749
50.14,-74.83,479.81
50.14,-74.83,400.681
50.14,-74.83,456.781
50.14,-74.83,490.748
50.14,-74.83,440.521
50.14,-74.83,452.601
50.14,-74.83,414.989
50.14,-74.83,403.518
50.14,-74.83,438.766
50.14,-74.83,422.463
50.14,-74.83,453.993
50.14,-74.83,464.262
50.14,-74.83,419.044
50.14,-74.83,477.351
50.14,-74.83,405.732
50.12,-74.55,433.588
50.12,-74.55,450.642
50.12,-74.55,474.134
50.12,-74.55,432.062
50.12,-74.55,454.071
50.12,-74.55,456.184
50.12,-74.55,476.831
50.12,-74.55,470.241
50.12,-74.55,428.768
50.12,-74.55,463.647
50.12,-74.55,459.443
50.12,-74.55,403.502
50.12,-74.55,452.255
50.12,-74.55,455.348
50.12,-74.55,457.678
50.12,-74.55,474.864
50.12,-74.55,395.566
50.12,-74.55,452.192
50.12,-74.55,485.363
50.12,-74.55,435.77
50.12,-74.55,446.964
50.12,-74.55,409.6
50.12,-74.55,398.404
