Latitude,Longitude,TotalPrecipitation (mm)
50.36,-74.69,107.775
50.36,-74.69,110.968
50.36,-74.69,109.704
50.36,-74.69,131.488
50.36,-74.69,120.847
50.36,-74.69,94.507
50.36,-74.69,106.9
50.36,-74.69,136.363
50.36,-74.69,98.727
50.36,-74.69,105.856
50.36,-74.69,123.96
50.36,-74.69,144.857
50.36,-74.69,117.04
50.36,-74.69,105.493
50.36,-74.69,97.682
50.36,-74.69,116.709
50.36,-74.69,101.27
50.36,-74.69,145.246
50.36,-74.69,115.392
50.36,-74.69,124.625
50.36,-74.69,118.594
50.36,-74.69,110.251
50.36,-74.69,135.75
50.36,-74.69,125.554
50.36,-74.69,124.565
50.36,-74.69,141.564
50.36,-74.69,107.84
50.36,-74.69,113.602
50.36,-74.69,106.031
50.36,-74.69,97.266
50.36,-74.69,107.77
50.36,-74.69,110.962
50.36,-74.69,109.699
50.36,-74.69,131.481
50.36,-74.69,120.841
50.36,-74.69,94.504
50.36,-74.69,106.895
50.36,-74.69,136.354
50.36,-74.69,98.723
50.36,-74.69,105.851
50.36,-74.69,123.953
50.36,-74.69,144.848
50.36,-74.69,117.034
50.36,-74.69,105.389
50.36,-74.69,97.588
50.36,-74.69,116.577
50.36,-74.69,101.171
50.36,-74.69,145.035
50.36,-74.69,115.248
50.36,-74.69,124.471
50.36,-74.69,118.451
50.36,-74.69,110.115
50.36,-74.69,135.555
50.36,-74.69,125.396
50.36,-74.69,124.404
50.36,-74.69,141.363
50.36,-74.69,107.731
50.36,-74.69,113.471
50.36,-74.69,105.914
50.36,-74.69,97.178
50.36,-74.69,107.65
50.36,-74.69,110.831
50.36,-74.69,109.582
50.36,-74.69,131.302
50.36,-74.69,120.688
50.36,-74.69,94.425
50.36,-74.69,106.79
50.36,-74.69,136.153
50.36,-74.69,98.618
50.36,-74.69,105.734
50.36,-74.69,123.795
50.36,-74.69,144.629
50.36,-74.69,116.888
50.35,-74.67,105.521
50.35,-74.67,97.705
50.35,-74.67,116.755
50.35,-74.67,101.295
50.35,-74.67,145.349
50.35,-74.67,115.451
50.35,-74.67,124.687
50.35,-74.67,118.65
50.35,-74.67,110.303
50.35,-74.67,135.844
50.35,-74.67,125.62
50.35,-74.67,124.634
50.35,-74.67,141.66
50.35,-74.67,107.869
50.35,-74.67,113.65
50.35,-74.67,106.069
50.35,-74.67,97.284
50.35,-74.67,107.81
50.35,-74.67,111.011
50.35,-74.67,109.734
50.35,-74.67,131.562
50.35,-74.67,120.904
50.35,-74.67,94.513
50.35,-74.67,106.926
50.35,-74.67,136.455
50.35,-74.67,98.754
50.35,-74.67,105.889
50.35,-74.67,124.02
50.35,-74.67,144.959
50.35,-74.67,117.094
50.35,-74.67,105.522
50.35,-74.67,97.705
50.35,-74.67,116.755
50.35,-74.67,101.295
50.35,-74.67,145.35
50.35,-74.67,115.451
50.35,-74.67,124.688
50.35,-74.67,118.651
50.35,-74.67,110.304
50.35,-74.67,135.845
50.35,-74.67,125.621
50.35,-74.67,124.634
50.35,-74.67,141.661
50.35,-74.67,107.87
50.35,-74.67,113.651
50.35,-74.67,106.069
50.35,-74.67,97.284
50.35,-74.67,107.81
50.35,-74.67,111.011
50.35,-74.67,109.735
50.35,-74.67,131.563
50.35,-74.67,120.904
50.35,-74.67,94.514
50.35,-74.67,106.927
50.35,-74.67,136.455
50.35,-74.67,98.755
50.35,-74.67,105.889
50.35,-74.67,124.02
50.35,-74.67,144.96
50.35,-74.67,117.094
50.34,-74.67,105.605
50.34,-74.67,97.78
50.34,-74.67,116.863
50.34,-74.67,101.373
50.34,-74.67,145.529
50.34,-74.67,115.571
50.34,-74.67,124.815
50.34,-74.67,118.769
50.34,-74.67,110.414
50.34,-74.67,136.01
50.34,-74.67,125.752
50.34,-74.67,124.768
50.34,-74.67,141.832
50.34,-74.67,107.956
50.34,-74.67,113.758
50.34,-74.67,106.163
50.34,-74.67,97.353
50.34,-74.67,107.907
50.34,-74.67,111.118
50.34,-74.67,109.829
50.34,-74.67,131.713
50.34,-74.67,121.031
50.34,-74.67,94.573
50.34,-74.67,107.015
50.34,-74.67,136.627
50.34,-74.67,98.839
50.34,-74.67,105.983
50.34,-74.67,124.152
50.34,-74.67,145.147
50.34,-74.67,117.216
50.34,-74.67,105.603
50.34,-74.67,97.777
50.34,-74.67,116.86
50.34,-74.67,101.371
50.34,-74.67,145.524
50.34,-74.67,115.568
50.34,-74.67,124.812
50.34,-74.67,118.765
50.34,-74.67,110.411
50.34,-74.67,136.006
50.34,-74.67,125.749
50.34,-74.67,124.765
50.34,-74.67,141.827
50.34,-74.67,107.954
50.34,-74.67,113.755
50.34,-74.67,106.161
50.34,-74.67,97.35
50.34,-74.67,107.904
50.34,-74.67,111.115
50.34,-74.67,109.826
50.34,-74.67,131.709
50.34,-74.67,121.027
50.34,-74.67,94.571
50.34,-74.67,107.012
50.34,-74.67,136.623
50.34,-74.67,98.836
50.34,-74.67,105.98
50.34,-74.67,124.148
50.34,-74.67,145.142
50.34,-74.67,117.212
50.34,-74.67,105.6
50.34,-74.67,97.775
50.34,-74.67,116.856
50.34,-74.67,101.368
50.34,-74.67,145.518
50.34,-74.67,115.564
50.34,-74.67,124.807
50.34,-74.67,118.762
50.34,-74.67,110.407
50.34,-74.67,136.001
50.34,-74.67,125.744
50.34,-74.67,124.76
50.34,-74.67,141.822
50.34,-74.67,107.951
50.34,-74.67,113.752
50.34,-74.67,106.157
50.34,-74.67,97.348
50.34,-74.67,107.901
50.34,-74.67,111.112
50.34,-74.67,109.823
50.34,-74.67,131.704
50.34,-74.67,121.023
50.34,-74.67,94.569
50.34,-74.67,107.009
50.34,-74.67,136.618
50.34,-74.67,98.833
50.34,-74.67,105.977
50.34,-74.67,124.144
50.34,-74.67,145.137
50.34,-74.67,117.208
50.32,-74.59,105.484
50.32,-74.59,97.662
50.32,-74.59,116.751
50.32,-74.59,101.253
50.32,-74.59,145.46
50.32,-74.59,115.481
50.32,-74.59,124.715
50.32,-74.59,118.669
50.32,-74.59,110.323
50.32,-74.59,135.943
50.32,-74.59,125.657
50.32,-74.59,124.679
50.32,-74.59,141.758
50.32,-74.59,107.833
50.32,-74.59,113.654
50.32,-74.59,106.057
50.32,-74.59,97.227
50.32,-74.59,107.801
50.32,-74.59,111.019
50.32,-74.59,109.712
50.32,-74.59,131.633
50.32,-74.59,120.939
50.32,-74.59,94.443
50.32,-74.59,106.903
50.32,-74.59,136.569
50.32,-74.59,98.734
50.32,-74.59,105.877
50.32,-74.59,124.061
50.32,-74.59,145.092
50.32,-74.59,117.124
50.32,-74.6,105.532
50.32,-74.6,97.707
50.32,-74.6,116.807
50.32,-74.6,101.299
50.32,-74.6,145.536
50.32,-74.6,115.538
50.32,-74.6,124.777
50.32,-74.6,118.728
50.32,-74.6,110.377
50.32,-74.6,136.014
50.32,-74.6,125.72
50.32,-74.6,124.742
50.32,-74.6,141.832
50.32,-74.6,107.883
50.32,-74.6,113.709
50.32,-74.6,106.107
50.32,-74.6,97.27
50.32,-74.6,107.852
50.32,-74.6,111.073
50.32,-74.6,109.764
50.32,-74.6,131.7
50.32,-74.6,120.999
50.32,-74.6,94.484
50.32,-74.6,106.953
50.32,-74.6,136.641
50.32,-74.6,98.78
50.32,-74.6,105.927
50.32,-74.6,124.123
50.32,-74.6,145.17
50.32,-74.6,117.183
50.31,-74.6,105.617
50.31,-74.6,97.782
50.31,-74.6,116.916
50.31,-74.6,101.378
50.31,-74.6,145.719
50.31,-74.6,115.66
50.31,-74.6,124.907
50.31,-74.6,118.848
50.31,-74.6,110.49
50.31,-74.6,136.183
50.31,-74.6,125.854
50.31,-74.6,124.879
50.31,-74.6,142.006
50.31,-74.6,107.97
50.31,-74.6,113.818
50.31,-74.6,106.202
50.31,-74.6,97.339
50.31,-74.6,107.95
50.31,-74.6,111.182
50.31,-74.6,109.859
50.31,-74.6,131.854
50.31,-74.6,121.128
50.31,-74.6,94.544
50.31,-74.6,107.042
50.31,-74.6,136.817
50.31,-74.6,98.865
50.31,-74.6,106.022
50.31,-74.6,124.257
50.31,-74.6,145.361
50.31,-74.6,117.306
50.31,-74.61,105.651
50.31,-74.61,97.813
50.31,-74.61,116.954
50.31,-74.61,101.41
50.31,-74.61,145.77
50.31,-74.61,115.698
50.31,-74.61,124.948
50.31,-74.61,118.887
50.31,-74.61,110.526
50.31,-74.61,136.23
50.31,-74.61,125.896
50.31,-74.61,124.921
50.31,-74.61,142.055
50.31,-74.61,108.005
50.31,-74.61,113.856
50.31,-74.61,106.237
50.31,-74.61,97.37
50.31,-74.61,107.985
50.31,-74.61,111.219
50.31,-74.61,109.894
50.31,-74.61,131.899
50.31,-74.61,121.169
50.31,-74.61,94.573
50.31,-74.61,107.077
50.31,-74.61,136.864
50.31,-74.61,98.897
50.31,-74.61,106.057
50.31,-74.61,124.298
50.31,-74.61,145.412
50.31,-74.61,117.345
50.36,-74.46,104.603
50.36,-74.46,96.866
50.36,-74.46,115.684
50.36,-74.46,100.421
50.36,-74.46,143.849
50.36,-74.46,114.343
50.36,-74.46,123.496
50.36,-74.46,117.528
50.36,-74.46,109.258
50.36,-74.46,134.45
50.36,-74.46,124.408
50.36,-74.46,123.419
50.36,-74.46,140.214
50.36,-74.46,106.926
50.36,-74.46,112.597
50.36,-74.46,105.108
50.36,-74.46,96.468
50.36,-74.46,106.83
50.36,-74.46,109.974
50.36,-74.46,108.754
50.36,-74.46,130.247
50.36,-74.46,119.738
50.36,-74.46,93.746
50.36,-74.46,105.989
50.36,-74.46,135.033
50.36,-74.46,97.874
50.36,-74.46,104.93
50.36,-74.46,122.817
50.36,-74.46,143.432
50.36,-74.46,115.97
50.36,-74.46,104.607
50.36,-74.46,96.869
50.36,-74.46,115.688
50.36,-74.46,100.425
50.36,-74.46,143.856
50.36,-74.46,114.348
50.36,-74.46,123.501
50.36,-74.46,117.533
50.36,-74.46,109.262
50.36,-74.46,134.456
50.36,-74.46,124.413
50.36,-74.46,123.424
50.36,-74.46,140.22
50.36,-74.46,106.93
50.36,-74.46,112.601
50.36,-74.46,105.112
50.36,-74.46,96.471
50.36,-74.46,106.833
50.36,-74.46,109.978
50.36,-74.46,108.758
50.36,-74.46,130.253
50.36,-74.46,119.743
50.36,-74.46,93.749
50.36,-74.46,105.993
50.36,-74.46,135.039
50.36,-74.46,97.877
50.36,-74.46,104.934
50.36,-74.46,122.822
50.36,-74.46,143.439
50.36,-74.46,115.974
50.36,-74.46,104.61
50.36,-74.46,96.872
50.36,-74.46,115.692
50.36,-74.46,100.427
50.36,-74.46,143.861
50.36,-74.46,114.352
50.36,-74.46,123.505
50.36,-74.46,117.537
50.36,-74.46,109.266
50.36,-74.46,134.461
50.36,-74.46,124.418
50.36,-74.46,123.429
50.36,-74.46,140.225
50.36,-74.46,106.933
50.36,-74.46,112.604
50.36,-74.46,105.115
50.36,-74.46,96.473
50.36,-74.46,106.837
50.36,-74.46,109.982
50.36,-74.46,108.762
50.36,-74.46,130.258
50.36,-74.46,119.747
50.36,-74.46,93.751
50.36,-74.46,105.996
50.36,-74.46,135.045
50.36,-74.46,97.88
50.36,-74.46,104.937
50.36,-74.46,122.827
50.36,-74.46,143.445
50.36,-74.46,115.978
50.35,-74.46,104.694
50.35,-74.46,96.946
50.35,-74.46,115.8
50.35,-74.46,100.506
50.35,-74.46,144.044
50.35,-74.46,114.473
50.35,-74.46,123.634
50.35,-74.46,117.657
50.35,-74.46,109.378
50.35,-74.46,134.629
50.35,-74.46,124.551
50.35,-74.46,123.565
50.35,-74.46,140.399
50.35,-74.46,107.02
50.35,-74.46,112.713
50.35,-74.46,105.21
50.35,-74.46,96.542
50.35,-74.46,106.934
50.35,-74.46,110.09
50.35,-74.46,108.856
50.35,-74.46,130.411
50.35,-74.46,119.875
50.35,-74.46,93.81
50.35,-74.46,106.084
50.35,-74.46,135.22
50.35,-74.46,97.965
50.35,-74.46,105.032
50.35,-74.46,122.96
50.35,-74.46,143.636
50.35,-74.46,116.101
50.35,-74.46,104.696
50.35,-74.46,96.948
50.35,-74.46,115.802
50.35,-74.46,100.507
50.35,-74.46,144.047
50.35,-74.46,114.475
50.35,-74.46,123.637
50.35,-74.46,117.659
50.35,-74.46,109.38
50.35,-74.46,134.632
50.35,-74.46,124.554
50.35,-74.46,123.567
50.35,-74.46,140.402
50.35,-74.46,107.022
50.35,-74.46,112.715
50.35,-74.46,105.212
50.35,-74.46,96.543
50.35,-74.46,106.936
50.35,-74.46,110.092
50.35,-74.46,108.858
50.35,-74.46,130.413
50.35,-74.46,119.878
50.35,-74.46,93.812
50.35,-74.46,106.086
50.35,-74.46,135.223
50.35,-74.46,97.966
50.35,-74.46,105.033
50.35,-74.46,122.963
50.35,-74.46,143.639
50.35,-74.46,116.103
50.24,-75.33,108.117
50.24,-75.33,100.169
50.24,-75.33,119.367
50.24,-75.33,103.832
50.24,-75.33,147.797
50.24,-75.33,117.811
50.24,-75.33,127.25
50.24,-75.33,121.145
50.24,-75.33,112.614
50.24,-75.33,138.171
50.24,-75.33,128.144
50.24,-75.33,127.079
50.24,-75.33,144.118
50.24,-75.33,110.507
50.24,-75.33,116.141
50.24,-75.33,108.509
50.24,-75.33,99.832
50.24,-75.33,110.265
50.24,-75.33,113.41
50.24,-75.33,112.31
50.24,-75.33,133.987
50.24,-75.33,123.337
50.24,-75.33,97.116
50.24,-75.33,109.489
50.24,-75.33,138.689
50.24,-75.33,101.089
50.24,-75.33,108.32
50.24,-75.33,126.484
50.24,-75.33,147.25
50.24,-75.33,119.465
50.23,-75.33,108.174
50.23,-75.33,100.219
50.23,-75.33,119.442
50.23,-75.33,103.884
50.23,-75.33,147.929
50.23,-75.33,117.896
50.23,-75.33,127.341
50.23,-75.33,121.229
50.23,-75.33,112.692
50.23,-75.33,138.292
50.23,-75.33,128.238
50.23,-75.33,127.175
50.23,-75.33,144.243
50.23,-75.33,110.565
50.23,-75.33,116.216
50.23,-75.33,108.574
50.23,-75.33,99.876
50.23,-75.33,110.332
50.23,-75.33,113.485
50.23,-75.33,112.375
50.23,-75.33,134.096
50.23,-75.33,123.419
50.23,-75.33,97.153
50.23,-75.33,109.549
50.23,-75.33,138.815
50.23,-75.33,101.146
50.23,-75.33,108.385
50.23,-75.33,126.579
50.23,-75.33,147.388
50.23,-75.33,119.552
50.23,-75.33,108.174
50.23,-75.33,100.219
50.23,-75.33,119.442
50.23,-75.33,103.884
50.23,-75.33,147.929
50.23,-75.33,117.896
50.23,-75.33,127.341
50.23,-75.33,121.229
50.23,-75.33,112.692
50.23,-75.33,138.292
50.23,-75.33,128.238
50.23,-75.33,127.175
50.23,-75.33,144.243
50.23,-75.33,110.565
50.23,-75.33,116.216
50.23,-75.33,108.574
50.23,-75.33,99.876
50.23,-75.33,110.332
50.23,-75.33,113.485
50.23,-75.33,112.375
50.23,-75.33,134.096
50.23,-75.33,123.419
50.23,-75.33,97.153
50.23,-75.33,109.549
50.23,-75.33,138.815
50.23,-75.33,101.146
50.23,-75.33,108.385
50.23,-75.33,126.579
50.23,-75.33,147.388
50.23,-75.33,119.552
50.23,-75.33,108.176
50.23,-75.33,100.221
50.23,-75.33,119.445
50.23,-75.33,103.886
50.23,-75.33,147.935
50.23,-75.33,117.9
50.23,-75.33,127.345
50.23,-75.33,121.232
50.23,-75.33,112.696
50.23,-75.33,138.298
50.23,-75.33,128.243
50.23,-75.33,127.18
50.23,-75.33,144.249
50.23,-75.33,110.568
50.23,-75.33,116.219
50.23,-75.33,108.577
50.23,-75.33,99.878
50.23,-75.33,110.335
50.23,-75.33,113.488
50.23,-75.33,112.378
50.23,-75.33,134.101
50.23,-75.33,123.423
50.23,-75.33,97.155
50.23,-75.33,109.552
50.23,-75.33,138.821
50.23,-75.33,101.149
50.23,-75.33,108.388
50.23,-75.33,126.583
50.23,-75.33,147.395
50.23,-75.33,119.556
50.17,-75.35,108.471
50.17,-75.35,100.482
50.17,-75.35,119.818
50.17,-75.35,104.161
50.17,-75.35,148.546
50.17,-75.35,118.311
50.17,-75.35,127.785
50.17,-75.35,121.64
50.17,-75.35,113.076
50.17,-75.35,138.861
50.17,-75.35,128.696
50.17,-75.35,127.64
50.17,-75.35,144.831
50.17,-75.35,110.872
50.17,-75.35,116.592
50.17,-75.35,108.904
50.17,-75.35,100.121
50.17,-75.35,110.671
50.17,-75.35,113.858
50.17,-75.35,112.705
50.17,-75.35,134.616
50.17,-75.35,123.869
50.17,-75.35,97.368
50.17,-75.35,109.861
50.17,-75.35,139.406
50.17,-75.35,101.441
50.17,-75.35,108.714
50.17,-75.35,127.036
50.17,-75.35,148.03
50.17,-75.35,119.973
50.17,-75.34,108.502
50.17,-75.34,100.508
50.17,-75.34,119.868
50.17,-75.34,104.188
50.17,-75.34,148.651
50.17,-75.34,118.373
50.17,-75.34,127.85
50.17,-75.34,121.699
50.17,-75.34,113.131
50.17,-75.34,138.957
50.17,-75.34,128.765
50.17,-75.34,127.711
50.17,-75.34,144.93
50.17,-75.34,110.905
50.17,-75.34,116.642
50.17,-75.34,108.945
50.17,-75.34,100.142
50.17,-75.34,110.714
50.17,-75.34,113.909
50.17,-75.34,112.744
50.17,-75.34,134.7
50.17,-75.34,123.935
50.17,-75.34,97.381
50.17,-75.34,109.896
50.17,-75.34,139.508
50.17,-75.34,101.476
50.17,-75.34,108.756
50.17,-75.34,127.105
50.17,-75.34,148.143
50.17,-75.34,120.036
50.17,-75.14,107.992
50.17,-75.14,99.964
50.17,-75.14,119.617
50.17,-75.14,103.645
50.17,-75.14,149.313
50.17,-75.14,118.4
50.17,-75.14,127.857
50.17,-75.14,121.64
50.17,-75.14,113.089
50.17,-75.14,139.533
50.17,-75.14,128.843
50.17,-75.14,127.862
50.17,-75.14,145.488
50.17,-75.14,110.402
50.17,-75.14,116.464
50.17,-75.14,108.644
50.17,-75.14,99.485
50.17,-75.14,110.434
50.17,-75.14,113.777
50.17,-75.14,112.353
50.17,-75.14,135.05
50.17,-75.14,124.006
50.17,-75.14,96.593
50.17,-75.14,109.449
50.17,-75.14,140.211
50.17,-75.14,101.117
50.17,-75.14,108.456
50.17,-75.14,127.217
50.17,-75.14,148.988
50.17,-75.14,120.076
50.18,-74.99,108.013
50.18,-74.99,99.967
50.18,-74.99,119.719
50.18,-74.99,103.653
50.18,-74.99,149.686
50.18,-74.99,118.574
50.18,-74.99,128.035
50.18,-74.99,121.793
50.18,-74.99,113.237
50.18,-74.99,139.872
50.18,-74.99,129.04
50.18,-74.99,128.077
50.18,-74.99,145.83
50.18,-74.99,110.427
50.18,-74.99,116.581
50.18,-74.99,108.72
50.18,-74.99,99.458
50.18,-74.99,110.517
50.18,-74.99,113.903
50.18,-74.99,112.41
50.18,-74.99,135.325
50.18,-74.99,124.196
50.18,-74.99,96.529
50.18,-74.99,109.489
50.18,-74.99,140.582
50.18,-74.99,101.168
50.18,-74.99,108.532
50.18,-74.99,127.421
50.18,-74.99,149.408
50.18,-74.99,120.253
50.13,-74.95,108.529
50.13,-74.95,100.428
50.13,-74.95,120.372
50.13,-74.95,104.135
50.13,-74.95,150.757
50.13,-74.95,119.297
50.13,-74.95,128.805
50.13,-74.95,122.51
50.13,-74.95,113.909
50.13,-74.95,140.864
50.13,-74.95,129.835
50.13,-74.95,128.887
50.13,-74.95,146.85
50.13,-74.95,110.959
50.13,-74.95,117.236
50.13,-74.95,109.296
50.13,-74.95,99.885
50.13,-74.95,111.11
50.13,-74.95,114.554
50.13,-74.95,112.984
50.13,-74.95,136.229
50.13,-74.95,124.962
50.13,-74.95,96.904
50.13,-74.95,110.031
50.13,-74.95,141.611
50.13,-74.95,101.686
50.13,-74.95,109.108
50.13,-74.95,128.215
50.13,-74.95,150.528
50.13,-74.95,120.987
50.14,-74.96,108.407
50.14,-74.96,100.319
50.14,-74.96,120.218
50.14,-74.96,104.021
50.14,-74.96,150.505
50.14,-74.96,119.126
50.14,-74.96,128.623
50.14,-74.96,122.341
50.14,-74.96,113.751
50.14,-74.96,140.631
50.14,-74.96,129.648
50.14,-74.96,128.696
50.14,-74.96,146.61
50.14,-74.96,110.833
50.14,-74.96,117.081
50.14,-74.96,109.16
50.14,-74.96,99.784
50.14,-74.96,110.97
50.14,-74.96,114.401
50.14,-74.96,112.848
50.14,-74.96,136.017
50.14,-74.96,124.782
50.14,-74.96,96.815
50.14,-74.96,109.902
50.14,-74.96,141.369
50.14,-74.96,101.563
50.14,-74.96,108.972
50.14,-74.96,128.028
50.14,-74.96,150.265
50.14,-74.96,120.814
50.14,-74.83,108.214
50.14,-74.83,100.13
50.14,-74.83,120.058
50.14,-74.83,103.828
50.14,-74.83,150.476
50.14,-74.83,119.02
50.14,-74.83,128.501
50.14,-74.83,122.214
50.14,-74.83,113.636
50.14,-74.83,140.599
50.14,-74.83,129.537
50.14,-74.83,128.6
50.14,-74.83,146.567
50.14,-74.83,110.639
50.14,-74.83,116.939
50.14,-74.83,109.005
50.14,-74.83,99.574
50.14,-74.83,110.817
50.14,-74.83,114.27
50.14,-74.83,112.672
50.14,-74.83,135.948
50.14,-74.83,124.675
50.14,-74.83,96.586
50.14,-74.83,109.72
50.14,-74.83,141.357
50.14,-74.83,101.406
50.14,-74.83,108.816
50.14,-74.83,127.925
50.14,-74.83,150.27
50.14,-74.83,120.706
50.12,-74.55,106.842
50.12,-74.55,98.855
50.12,-74.55,118.556
50.12,-74.55,102.506
50.12,-74.55,148.697
50.12,-74.55,117.568
50.12,-74.55,126.928
50.12,-74.55,120.713
50.12,-74.55,112.243
50.12,-74.55,138.933
50.12,-74.55,127.958
50.12,-74.55,127.041
50.12,-74.55,144.825
50.12,-74.55,109.238
50.12,-74.55,115.491
50.12,-74.55,107.64
50.12,-74.55,98.294
50.12,-74.55,109.435
50.12,-74.55,112.859
50.12,-74.55,111.264
50.12,-74.55,134.316
50.12,-74.55,123.155
50.12,-74.55,95.33
