Latitude,Longitude,TotalPrecipitation (mm)
50.35,-74.67,343.454
50.35,-74.67,379.611
50.35,-74.67,406.304
50.35,-74.67,364.927
50.35,-74.67,399.177
50.35,-74.67,366.422
50.35,-74.67,398.942
50.35,-74.67,390.878
50.35,-74.67,403.832
50.35,-74.67,393.967
50.35,-74.67,387.463
50.35,-74.67,397.444
50.35,-74.67,399.07
50.35,-74.67,359.336
50.35,-74.67,421.541
50.35,-74.67,379.737
50.35,-74.67,399.313
50.35,-74.67,377.918
50.35,-74.67,426.007
50.35,-74.67,369.93
50.35,-74.67,459.991
50.35,-74.67,410.416
50.35,-74.67,420.925
50.35,-74.67,386.775
50.35,-74.67,407.978
50.35,-74.67,401.79
50.35,-74.67,358.746
50.35,-74.67,431.364
50.35,-74.67,452.014
50.35,-74.67,422.849
50.35,-74.67,343.454
50.35,-74.67,379.611
50.35,-74.67,406.304
50.35,-74.67,364.928
50.35,-74.67,399.177
50.35,-74.67,366.422
50.35,-74.67,398.942
50.35,-74.67,390.879
50.35,-74.67,403.832
50.35,-74.67,393.967
50.35,-74.67,387.463
50.35,-74.67,397.444
50.35,-74.67,399.071
50.35,-74.67,359.336
50.35,-74.67,421.541
50.34,-74.67,379.715
50.34,-74.67,399.286
50.34,-74.67,377.898
50.34,-74.67,425.972
50.34,-74.67,369.917
50.34,-74.67,459.941
50.34,-74.67,410.388
50.34,-74.67,420.879
50.34,-74.67,386.746
50.34,-74.67,407.946
50.34,-74.67,401.752
50.34,-74.67,358.73
50.34,-74.67,431.32
50.34,-74.67,451.961
50.34,-74.67,422.809
50.34,-74.67,343.452
50.34,-74.67,379.582
50.34,-74.67,406.263
50.34,-74.67,364.911
50.34,-74.67,399.147
50.34,-74.67,366.399
50.34,-74.67,398.915
50.34,-74.67,390.855
50.34,-74.67,403.803
50.34,-74.67,393.948
50.34,-74.67,387.433
50.34,-74.67,397.418
50.34,-74.67,399.048
50.34,-74.67,359.322
50.34,-74.67,421.495
50.34,-74.67,379.713
50.34,-74.67,399.285
50.34,-74.67,377.897
50.34,-74.67,425.971
50.34,-74.67,369.915
50.34,-74.67,459.94
50.34,-74.67,410.387
50.34,-74.67,420.864
50.34,-74.67,386.676
50.34,-74.67,407.945
50.34,-74.67,401.751
50.34,-74.67,358.729
50.34,-74.67,431.319
50.34,-74.67,451.96
50.34,-74.67,422.808
50.34,-74.67,343.45
50.34,-74.67,379.581
50.34,-74.67,406.262
50.34,-74.67,364.909
50.34,-74.67,399.147
50.34,-74.67,366.397
50.34,-74.67,398.914
50.34,-74.67,390.854
50.34,-74.67,403.802
50.34,-74.67,393.946
50.34,-74.67,387.432
50.34,-74.67,397.417
50.34,-74.67,399.047
50.34,-74.67,359.201
50.34,-74.67,421.494
50.34,-74.67,379.712
50.34,-74.67,399.284
50.34,-74.67,377.896
50.34,-74.67,425.597
50.34,-74.67,369.914
50.34,-74.67,459.94
50.34,-74.67,410.325
50.34,-74.67,420.864
50.34,-74.67,386.675
50.34,-74.67,407.944
50.34,-74.67,401.751
50.34,-74.67,358.728
50.34,-74.67,431.318
50.34,-74.67,451.96
50.34,-74.67,422.807
50.34,-74.67,343.449
50.34,-74.67,379.58
50.34,-74.67,406.262
50.34,-74.67,364.908
50.34,-74.67,399.038
50.34,-74.67,366.396
50.34,-74.67,398.913
50.34,-74.67,390.853
50.34,-74.67,403.801
50.34,-74.67,393.945
50.34,-74.67,387.431
50.34,-74.67,397.416
50.34,-74.67,399.046
50.34,-74.67,358.963
50.34,-74.67,421.494
50.32,-74.59,379.159
50.32,-74.59,398.637
50.32,-74.59,377.436
50.32,-74.59,425.16
50.32,-74.59,369.359
50.32,-74.59,457.477
50.32,-74.59,409.869
50.32,-74.59,420.519
50.32,-74.59,386.235
50.32,-74.59,407.463
50.32,-74.59,401.282
50.32,-74.59,358.277
50.32,-74.59,430.66
50.32,-74.59,451.409
50.32,-74.59,422.327
50.32,-74.59,342.893
50.32,-74.59,379.12
50.32,-74.59,405.796
50.32,-74.59,364.317
50.32,-74.59,398.609
50.32,-74.59,365.942
50.32,-74.59,398.389
50.32,-74.59,390.426
50.32,-74.59,403.604
50.32,-74.59,393.222
50.32,-74.59,386.924
50.32,-74.59,396.934
50.32,-74.59,398.547
50.32,-74.59,358.527
50.32,-74.59,416.871
50.32,-74.6,379.244
50.32,-74.6,398.703
50.32,-74.6,377.494
50.32,-74.6,425.543
50.32,-74.6,369.484
50.32,-74.6,457.525
50.32,-74.6,409.994
50.32,-74.6,420.566
50.32,-74.6,386.478
50.32,-74.6,407.519
50.32,-74.6,401.335
50.32,-74.6,358.332
50.32,-74.6,430.769
50.32,-74.6,451.467
50.32,-74.6,422.383
50.32,-74.6,342.976
50.32,-74.6,379.175
50.32,-74.6,405.708
50.32,-74.6,364.384
50.32,-74.6,398.659
50.32,-74.6,365.999
50.32,-74.6,398.449
50.32,-74.6,390.479
50.32,-74.6,403.667
50.32,-74.6,393.509
50.32,-74.6,386.985
50.32,-74.6,396.993
50.32,-74.6,398.61
50.32,-74.6,358.585
50.32,-74.6,416.919
50.31,-74.6,379.209
50.31,-74.6,398.662
50.31,-74.6,377.463
50.31,-74.6,425.495
50.31,-74.6,369.459
50.31,-74.6,457.464
50.31,-74.6,409.953
50.31,-74.6,420.508
50.31,-74.6,386.435
50.31,-74.6,407.475
50.31,-74.6,401.284
50.31,-74.6,358.306
50.31,-74.6,430.711
50.31,-74.6,451.399
50.31,-74.6,422.329
50.31,-74.6,342.963
50.31,-74.6,379.134
50.31,-74.6,405.655
50.31,-74.6,364.354
50.31,-74.6,398.619
50.31,-74.6,365.965
50.31,-74.6,398.409
50.31,-74.6,390.444
50.31,-74.6,403.624
50.31,-74.6,393.477
50.31,-74.6,386.96
50.31,-74.6,396.955
50.31,-74.6,398.576
50.31,-74.6,358.56
50.31,-74.6,416.862
50.31,-74.61,379.26
50.31,-74.61,398.717
50.31,-74.61,377.51
50.31,-74.61,425.546
50.31,-74.61,369.512
50.31,-74.61,457.503
50.31,-74.61,409.944
50.31,-74.61,420.546
50.31,-74.61,386.486
50.31,-74.61,407.523
50.31,-74.61,401.328
50.31,-74.61,358.351
50.31,-74.61,430.76
50.31,-74.61,451.449
50.31,-74.61,422.377
50.31,-74.61,343.005
50.31,-74.61,379.179
50.31,-74.61,405.696
50.31,-74.61,364.409
50.31,-74.61,398.66
50.31,-74.61,366.011
50.31,-74.61,398.458
50.31,-74.61,390.486
50.31,-74.61,403.678
50.31,-74.61,393.529
50.31,-74.61,386.992
50.31,-74.61,397.003
50.31,-74.61,398.628
50.31,-74.61,358.605
50.31,-74.61,416.903
50.36,-74.46,378.754
50.36,-74.46,398.231
50.36,-74.46,377.049
50.36,-74.46,424.749
50.36,-74.46,368.331
50.36,-74.46,457.398
50.36,-74.46,409.41
50.36,-74.46,420.189
50.36,-74.46,385.88
50.36,-74.46,407.022
50.36,-74.46,401.047
50.36,-74.46,357.541
50.36,-74.46,430.279
50.36,-74.46,451.216
50.36,-74.46,422.058
50.36,-74.46,342.3
50.36,-74.46,378.814
50.36,-74.46,405.632
50.36,-74.46,363.848
50.36,-74.46,398.326
50.36,-74.46,365.578
50.36,-74.46,397.922
50.36,-74.46,390.111
50.36,-74.46,402.895
50.36,-74.46,392.782
50.36,-74.46,386.578
50.36,-74.46,396.576
50.36,-74.46,398.123
50.36,-74.46,358.028
50.36,-74.46,416.686
50.36,-74.46,378.754
50.36,-74.46,398.231
50.36,-74.46,377.05
50.36,-74.46,424.749
50.36,-74.46,368.332
50.36,-74.46,457.399
50.36,-74.46,409.476
50.36,-74.46,420.188
50.36,-74.46,385.88
50.36,-74.46,407.022
50.36,-74.46,401.047
50.36,-74.46,357.711
50.36,-74.46,430.279
50.36,-74.46,451.216
50.36,-74.46,422.058
50.36,-74.46,342.302
50.36,-74.46,378.814
50.36,-74.46,405.632
50.36,-74.46,363.848
50.36,-74.46,398.326
50.36,-74.46,365.579
50.36,-74.46,397.922
50.36,-74.46,390.112
50.36,-74.46,402.895
50.36,-74.46,392.782
50.36,-74.46,386.578
50.36,-74.46,396.576
50.36,-74.46,398.124
50.36,-74.46,358.095
50.36,-74.46,416.686
50.36,-74.46,378.755
50.36,-74.46,398.232
50.36,-74.46,377.05
50.36,-74.46,424.75
50.36,-74.46,368.333
50.36,-74.46,457.399
50.36,-74.46,409.477
50.36,-74.46,420.188
50.36,-74.46,385.882
50.36,-74.46,407.022
50.36,-74.46,401.047
50.36,-74.46,357.859
50.36,-74.46,430.279
50.36,-74.46,451.215
50.36,-74.46,422.058
50.36,-74.46,342.303
50.36,-74.46,378.816
50.36,-74.46,405.631
50.36,-74.46,363.849
50.36,-74.46,398.326
50.36,-74.46,365.579
50.36,-74.46,397.922
50.36,-74.46,390.112
50.36,-74.46,402.895
50.36,-74.46,392.784
50.36,-74.46,386.578
50.36,-74.46,396.577
50.36,-74.46,398.124
50.36,-74.46,358.096
50.36,-74.46,416.686
50.35,-74.46,378.704
50.35,-74.46,398.171
50.35,-74.46,377.004
50.35,-74.46,424.683
50.35,-74.46,368.293
50.35,-74.46,457.321
50.35,-74.46,409.418
50.35,-74.46,420.114
50.35,-74.46,385.82
50.35,-74.46,406.961
50.35,-74.46,400.981
50.35,-74.46,357.819
50.35,-74.46,430.202
50.35,-74.46,451.121
50.35,-74.46,421.985
50.35,-74.46,342.273
50.35,-74.46,378.759
50.35,-74.46,405.562
50.35,-74.46,363.8
50.35,-74.46,398.273
50.35,-74.46,365.53
50.35,-74.46,397.865
50.35,-74.46,390.064
50.35,-74.46,403.166
50.35,-74.46,392.736
50.35,-74.46,386.516
50.35,-74.46,396.522
50.35,-74.46,398.074
50.35,-74.46,358.083
50.35,-74.46,416.634
50.35,-74.46,378.705
50.35,-74.46,398.172
50.35,-74.46,377.005
50.35,-74.46,424.684
50.35,-74.46,368.837
50.35,-74.46,457.322
50.35,-74.46,409.42
50.35,-74.46,420.245
50.35,-74.46,385.821
50.35,-74.46,406.962
50.35,-74.46,400.981
50.35,-74.46,357.811
50.35,-74.46,430.203
50.35,-74.46,451.122
50.35,-74.46,421.986
50.35,-74.46,342.275
50.35,-74.46,378.76
50.35,-74.46,405.563
50.35,-74.46,363.801
50.35,-74.46,398.274
50.35,-74.46,365.531
50.35,-74.46,397.866
50.35,-74.46,390.065
50.35,-74.46,403.167
50.35,-74.46,392.738
50.35,-74.46,386.518
50.35,-74.46,396.523
50.35,-74.46,398.075
50.35,-74.46,358.084
50.35,-74.46,416.635
50.24,-75.33,383.434
50.24,-75.33,404.556
50.24,-75.33,382.884
50.24,-75.33,431.303
50.24,-75.33,374.995
50.24,-75.33,462.813
50.24,-75.33,415.653
50.24,-75.33,424.826
50.24,-75.33,391.269
50.24,-75.33,412.91
50.24,-75.33,405.84
50.24,-75.33,363.302
50.24,-75.33,436.11
50.24,-75.33,456.922
50.24,-75.33,427.276
50.24,-75.33,348.238
50.24,-75.33,382.561
50.24,-75.33,410.238
50.24,-75.33,369.661
50.24,-75.33,403.739
50.24,-75.33,371.148
50.24,-75.33,403.79
50.24,-75.33,395.057
50.24,-75.33,408.541
50.24,-75.33,399.256
50.24,-75.33,391.845
50.24,-75.33,402.157
50.24,-75.33,404.205
50.24,-75.33,363.804
50.24,-75.33,425.675
50.23,-75.33,383.467
50.23,-75.33,404.59
50.23,-75.33,382.91
50.23,-75.33,431.323
50.23,-75.33,375.058
50.23,-75.33,462.809
50.23,-75.33,415.678
50.23,-75.33,424.835
50.23,-75.33,391.309
50.23,-75.33,412.929
50.23,-75.33,405.865
50.23,-75.33,363.326
50.23,-75.33,436.144
50.23,-75.33,456.942
50.23,-75.33,427.302
50.23,-75.33,348.287
50.23,-75.33,382.584
50.23,-75.33,410.254
50.23,-75.33,369.707
50.23,-75.33,403.748
50.23,-75.33,371.17
50.23,-75.33,403.822
50.23,-75.33,395.077
50.23,-75.33,408.578
50.23,-75.33,399.282
50.23,-75.33,391.882
50.23,-75.33,402.182
50.23,-75.33,404.232
50.23,-75.33,363.832
50.23,-75.33,425.687
50.23,-75.33,383.467
50.23,-75.33,404.59
50.23,-75.33,382.91
50.23,-75.33,431.323
50.23,-75.33,375.058
50.23,-75.33,462.809
50.23,-75.33,415.678
50.23,-75.33,424.835
50.23,-75.33,391.309
50.23,-75.33,412.929
50.23,-75.33,405.865
50.23,-75.33,363.326
50.23,-75.33,436.144
50.23,-75.33,456.942
50.23,-75.33,427.302
50.23,-75.33,348.287
50.23,-75.33,382.584
50.23,-75.33,410.254
50.23,-75.33,369.707
50.23,-75.33,403.748
50.23,-75.33,371.17
50.23,-75.33,403.822
50.23,-75.33,395.077
50.23,-75.33,408.578
50.23,-75.33,399.282
50.23,-75.33,391.882
50.23,-75.33,402.182
50.23,-75.33,404.232
50.23,-75.33,363.832
50.23,-75.33,425.687
50.23,-75.33,383.468
50.23,-75.33,404.591
50.23,-75.33,382.911
50.23,-75.33,431.324
50.23,-75.33,375.06
50.23,-75.33,462.808
50.23,-75.33,415.679
50.23,-75.33,424.835
50.23,-75.33,391.311
50.23,-75.33,412.93
50.23,-75.33,405.866
50.23,-75.33,363.333
50.23,-75.33,436.145
50.23,-75.33,456.943
50.23,-75.33,427.303
50.23,-75.33,348.289
50.23,-75.33,382.585
50.23,-75.33,410.255
50.23,-75.33,369.709
50.23,-75.33,403.748
50.23,-75.33,371.171
50.23,-75.33,403.823
50.23,-75.33,395.078
50.23,-75.33,408.58
50.23,-75.33,399.283
50.23,-75.33,391.884
50.23,-75.33,402.183
50.23,-75.33,404.233
50.23,-75.33,363.833
50.23,-75.33,425.687
50.17,-75.35,383.744
50.17,-75.35,404.885
50.17,-75.35,383.148
50.17,-75.35,431.551
50.17,-75.35,375.343
50.17,-75.35,462.905
50.17,-75.35,415.96
50.17,-75.35,424.984
50.17,-75.35,391.621
50.17,-75.35,413.141
50.17,-75.35,405.771
50.17,-75.35,363.558
50.17,-75.35,436.372
50.17,-75.35,457.171
50.17,-75.35,427.571
50.17,-75.35,348.644
50.17,-75.35,382.809
50.17,-75.35,410.44
50.17,-75.35,370.055
50.17,-75.35,403.898
50.17,-75.35,371.391
50.17,-75.35,404.095
50.17,-75.35,395.28
50.17,-75.35,408.885
50.17,-75.35,399.534
50.17,-75.35,392.432
50.17,-75.35,402.425
50.17,-75.35,404.487
50.17,-75.35,364.076
50.17,-75.35,421.815
50.17,-75.34,383.732
50.17,-75.34,404.871
50.17,-75.34,383.132
50.17,-75.34,431.526
50.17,-75.34,375.33
50.17,-75.34,462.865
50.17,-75.34,415.939
50.17,-75.34,424.96
50.17,-75.34,391.615
50.17,-75.34,413.108
50.17,-75.34,405.756
50.17,-75.34,363.541
50.17,-75.34,436.35
50.17,-75.34,457.308
50.17,-75.34,427.593
50.17,-75.34,348.644
50.17,-75.34,382.79
50.17,-75.34,410.42
50.17,-75.34,370.063
50.17,-75.34,403.869
50.17,-75.34,371.372
50.17,-75.34,404.084
50.17,-75.34,395.264
50.17,-75.34,408.874
50.17,-75.34,399.514
50.17,-75.34,392.424
50.17,-75.34,402.407
50.17,-75.34,404.469
50.17,-75.34,364.063
50.17,-75.34,421.79
50.17,-75.14,381.886
50.17,-75.14,402.763
50.17,-75.14,381.187
50.17,-75.14,429.084
50.17,-75.14,373.53
50.17,-75.14,460.115
50.17,-75.14,409.208
50.17,-75.14,423.092
50.17,-75.14,390.382
50.17,-75.14,410.8
50.17,-75.14,404.012
50.17,-75.14,361.647
50.17,-75.14,434.205
50.17,-75.14,455.056
50.17,-75.14,425.58
50.17,-75.14,346.932
50.17,-75.14,380.963
50.17,-75.14,408.634
50.17,-75.14,368.345
50.17,-75.14,401.642
50.17,-75.14,369.29
50.17,-75.14,402.12
50.17,-75.14,393.361
50.17,-75.14,406.989
50.17,-75.14,397.511
50.17,-75.14,390.684
50.17,-75.14,400.35
50.17,-75.14,402.284
50.17,-75.14,362.184
50.17,-75.14,419.611
50.18,-74.99,381.237
50.18,-74.99,402.045
50.18,-74.99,380.581
50.18,-74.99,428.361
50.18,-74.99,372.894
50.18,-74.99,459.422
50.18,-74.99,408.399
50.18,-74.99,422.495
50.18,-74.99,389.347
50.18,-74.99,410.131
50.18,-74.99,403.38
50.18,-74.99,361.077
50.18,-74.99,433.492
50.18,-74.99,454.289
50.18,-74.99,424.902
50.18,-74.99,346.327
50.18,-74.99,380.349
50.18,-74.99,408.03
50.18,-74.99,367.681
50.18,-74.99,401.047
50.18,-74.99,368.667
50.18,-74.99,401.469
50.18,-74.99,392.799
50.18,-74.99,406.302
50.18,-74.99,396.84
50.18,-74.99,390.027
50.18,-74.99,399.708
50.18,-74.99,401.612
50.18,-74.99,361.615
50.18,-74.99,418.976
50.13,-74.95,381.584
50.13,-74.95,402.391
50.13,-74.95,380.857
50.13,-74.95,428.635
50.13,-74.95,373.242
50.13,-74.95,459.546
50.13,-74.95,408.861
50.13,-74.95,422.635
50.13,-74.95,390.054
50.13,-74.95,410.398
50.13,-74.95,403.628
50.13,-74.95,361.35
50.13,-74.95,433.788
50.13,-74.95,454.524
50.13,-74.95,425.168
50.13,-74.95,346.765
50.13,-74.95,380.591
50.13,-74.95,408.215
50.13,-74.95,368.079
50.13,-74.95,401.224
50.13,-74.95,368.933
50.13,-74.95,401.793
50.13,-74.95,393.041
50.13,-74.95,406.649
50.13,-74.95,397.162
50.13,-74.95,390.368
50.13,-74.95,400.031
50.13,-74.95,401.912
50.13,-74.95,361.912
50.13,-74.95,419.156
50.14,-74.96,381.478
50.14,-74.96,402.303
50.14,-74.96,380.787
50.14,-74.96,428.564
50.14,-74.96,373.154
50.14,-74.96,459.511
50.14,-74.96,408.681
50.14,-74.96,422.596
50.14,-74.96,389.602
50.14,-74.96,410.327
50.14,-74.96,403.564
50.14,-74.96,361.28
50.14,-74.96,433.671
50.14,-74.96,454.462
50.14,-74.96,425.099
50.14,-74.96,346.656
50.14,-74.96,380.529
50.14,-74.96,408.166
50.14,-74.96,367.978
50.14,-74.96,401.177
50.14,-74.96,368.864
50.14,-74.96,401.7
50.14,-74.96,392.979
50.14,-74.96,406.56
50.14,-74.96,397.08
50.14,-74.96,390.282
50.14,-74.96,399.92
50.14,-74.96,401.835
50.14,-74.96,361.837
50.14,-74.96,419.1
50.14,-74.83,380.367
50.14,-74.83,401.069
50.14,-74.83,379.769
50.14,-74.83,427.376
50.14,-74.83,372.065
50.14,-74.83,458.457
50.14,-74.83,407.635
50.14,-74.83,421.633
50.14,-74.83,388.817
50.14,-74.83,409.229
50.14,-74.83,402.499
50.14,-74.83,360.322
50.14,-74.83,432.543
50.14,-74.83,453.196
50.14,-74.83,423.956
50.14,-74.83,345.56
50.14,-74.83,379.502
50.14,-74.83,407.168
50.14,-74.83,366.796
50.14,-74.83,400.238
50.14,-74.83,367.835
50.14,-74.83,400.588
50.14,-74.83,392.041
50.14,-74.83,405.362
50.14,-74.83,395.959
50.14,-74.83,389.128
50.14,-74.83,398.879
50.14,-74.83,400.712
50.14,-74.83,360.865
50.14,-74.83,418.107
50.12,-74.55,377.579
50.12,-74.55,396.861
50.12,-74.55,375.952
50.12,-74.55,423.646
50.12,-74.55,368.22
50.12,-74.55,455.391
50.12,-74.55,408.193
50.12,-74.55,418.58
50.12,-74.55,384.555
50.12,-74.55,405.665
50.12,-74.55,399.382
50.12,-74.55,357.033
50.12,-74.55,428.707
50.12,-74.55,449.166
50.12,-74.55,420.298
50.12,-74.55,341.673
50.12,-74.55,376.027
50.12,-74.55,403.8
50.12,-74.55,362.678
50.12,-74.55,397.141
50.12,-74.55,364.406
50.12,-74.55,396.91
50.12,-74.55,388.948
