Latitude,Longitude,TMin 
50.46,-74.42,9.013
50.46,-74.42,9.425
50.46,-74.42,9.253
50.46,-74.42,9.169
50.46,-74.42,8.933
50.46,-74.42,9.77
50.46,-74.42,9.034
50.46,-74.42,8.94
50.46,-74.42,8.954
50.46,-74.42,9.529
50.46,-74.42,9.299
50.46,-74.42,8.801
50.46,-74.42,9.199
50.46,-74.42,9.438
50.46,-74.42,9.756
50.46,-74.42,9.143
50.46,-74.42,9.243
50.45,-74.42,9.244
50.45,-74.42,9.565
50.45,-74.42,9.092
50.45,-74.42,9.674
50.45,-74.42,8.96
50.45,-74.42,9.084
50.45,-74.42,9.635
50.45,-74.42,9.121
50.45,-74.42,9.212
50.45,-74.42,9.352
50.45,-74.42,9.065
50.45,-74.42,8.848
50.45,-74.42,9.777
50.45,-74.42,9.038
50.45,-74.42,9.45
50.45,-74.42,9.278
50.45,-74.42,9.194
50.45,-74.42,8.958
50.45,-74.42,9.795
50.45,-74.42,9.059
50.45,-74.42,8.965
50.45,-74.42,8.979
50.45,-74.42,9.554
50.45,-74.42,9.324
50.45,-74.42,8.826
50.45,-74.42,9.224
50.45,-74.42,9.463
50.45,-74.42,9.781
50.45,-74.42,9.168
50.45,-74.42,9.267
50.35,-74.68,9.602
50.35,-74.68,9.947
50.35,-74.68,9.448
50.35,-74.68,10.056
50.35,-74.68,9.331
50.35,-74.68,9.457
50.35,-74.68,10.007
50.35,-74.68,9.491
50.35,-74.68,9.564
50.35,-74.68,9.718
50.35,-74.68,9.458
50.35,-74.68,9.269
50.35,-74.68,10.138
50.35,-74.68,9.385
50.35,-74.68,9.812
50.35,-74.68,9.655
50.35,-74.68,9.575
50.35,-74.68,9.312
50.35,-74.68,10.152
50.35,-74.68,9.445
50.35,-74.68,9.344
50.35,-74.68,9.35
50.35,-74.68,9.906
50.35,-74.68,9.662
50.35,-74.68,9.234
50.35,-74.68,9.584
50.35,-74.68,9.853
50.35,-74.68,10.134
50.35,-74.68,9.539
50.35,-74.68,9.65
50.36,-74.69,9.589
50.36,-74.69,9.934
50.36,-74.69,9.435
50.36,-74.69,10.043
50.36,-74.69,9.319
50.36,-74.69,9.444
50.36,-74.69,9.995
50.36,-74.69,9.478
50.36,-74.69,9.551
50.36,-74.69,9.706
50.36,-74.69,9.445
50.36,-74.69,9.256
50.36,-74.69,10.125
50.36,-74.69,9.372
50.36,-74.69,9.799
50.36,-74.69,9.643
50.36,-74.69,9.562
50.36,-74.69,9.299
50.36,-74.69,10.139
50.36,-74.69,9.432
50.36,-74.69,9.331
50.36,-74.69,9.338
50.36,-74.69,9.894
50.36,-74.69,9.65
50.36,-74.69,9.221
50.36,-74.69,9.571
50.36,-74.69,9.84
50.36,-74.69,10.122
50.36,-74.69,9.526
50.36,-74.69,9.637
50.36,-74.69,9.613
50.36,-74.69,9.957
50.36,-74.69,9.458
50.36,-74.69,10.066
50.36,-74.69,9.342
50.36,-74.69,9.467
50.36,-74.69,10.018
50.36,-74.69,9.501
50.36,-74.69,9.575
50.36,-74.69,9.729
50.36,-74.69,9.469
50.36,-74.69,9.279
50.36,-74.69,10.149
50.36,-74.69,9.396
50.36,-74.69,9.823
50.36,-74.69,9.666
50.36,-74.69,9.585
50.36,-74.69,9.323
50.36,-74.69,10.162
50.36,-74.69,9.455
50.36,-74.69,9.354
50.36,-74.69,9.361
50.36,-74.69,9.917
50.36,-74.69,9.673
50.36,-74.69,9.245
50.36,-74.69,9.594
50.36,-74.69,9.864
50.36,-74.69,10.145
50.36,-74.69,9.549
50.36,-74.69,9.66
50.36,-74.69,9.818
50.36,-74.69,10.162
50.36,-74.69,9.663
50.36,-74.69,10.272
50.36,-74.69,9.547
50.36,-74.69,9.672
50.36,-74.69,10.224
50.36,-74.69,9.706
50.36,-74.69,9.78
50.36,-74.69,9.934
50.36,-74.69,9.674
50.36,-74.69,9.485
50.36,-74.69,10.353
50.36,-74.69,9.601
50.36,-74.69,10.028
50.36,-74.69,9.871
50.36,-74.69,9.79
50.36,-74.69,9.528
50.36,-74.69,10.367
50.36,-74.69,9.66
50.36,-74.69,9.559
50.36,-74.69,9.566
50.36,-74.69,10.122
50.36,-74.69,9.878
50.36,-74.69,9.45
50.36,-74.69,9.799
50.36,-74.69,10.068
50.36,-74.69,10.35
50.36,-74.69,9.755
50.36,-74.69,9.865
50.35,-74.67,9.6
50.35,-74.67,9.944
50.35,-74.67,9.446
50.35,-74.67,10.054
50.35,-74.67,9.329
50.35,-74.67,9.455
50.35,-74.67,10.005
50.35,-74.67,9.489
50.35,-74.67,9.562
50.35,-74.67,9.716
50.35,-74.67,9.456
50.35,-74.67,9.267
50.35,-74.67,10.136
50.35,-74.67,9.383
50.35,-74.67,9.81
50.35,-74.67,9.653
50.35,-74.67,9.572
50.35,-74.67,9.31
50.35,-74.67,10.15
50.35,-74.67,9.443
50.35,-74.67,9.342
50.35,-74.67,9.348
50.35,-74.67,9.904
50.35,-74.67,9.66
50.35,-74.67,9.232
50.35,-74.67,9.582
50.35,-74.67,9.851
50.35,-74.67,10.132
50.35,-74.67,9.537
50.35,-74.67,9.648
50.35,-74.67,9.598
50.35,-74.67,9.942
50.35,-74.67,9.443
50.35,-74.67,10.051
50.35,-74.67,9.327
50.35,-74.67,9.452
50.35,-74.67,10.003
50.35,-74.67,9.486
50.35,-74.67,9.56
50.35,-74.67,9.714
50.35,-74.67,9.454
50.35,-74.67,9.264
50.35,-74.67,10.133
50.35,-74.67,9.381
50.35,-74.67,9.808
50.35,-74.67,9.651
50.35,-74.67,9.57
50.35,-74.67,9.308
50.35,-74.67,10.147
50.35,-74.67,9.44
50.35,-74.67,9.339
50.35,-74.67,9.346
50.35,-74.67,9.902
50.35,-74.67,9.658
50.35,-74.67,9.23
50.35,-74.67,9.579
50.35,-74.67,9.849
50.35,-74.67,10.13
50.35,-74.67,9.534
50.35,-74.67,9.645
50.34,-74.67,9.626
50.34,-74.67,9.971
50.34,-74.67,9.472
50.34,-74.67,10.08
50.34,-74.67,9.356
50.34,-74.67,9.481
50.34,-74.67,10.032
50.34,-74.67,9.515
50.34,-74.67,9.589
50.34,-74.67,9.743
50.34,-74.67,9.482
50.34,-74.67,9.293
50.34,-74.67,10.162
50.34,-74.67,9.409
50.34,-74.67,9.836
50.34,-74.67,9.68
50.34,-74.67,9.599
50.34,-74.67,9.337
50.34,-74.67,10.176
50.34,-74.67,9.469
50.34,-74.67,9.368
50.34,-74.67,9.375
50.34,-74.67,9.93
50.34,-74.67,9.687
50.34,-74.67,9.259
50.34,-74.67,9.608
50.34,-74.67,9.877
50.34,-74.67,10.158
50.34,-74.67,9.563
50.34,-74.67,9.674
50.34,-74.67,9.638
50.34,-74.67,9.982
50.34,-74.67,9.484
50.34,-74.67,10.091
50.34,-74.67,9.368
50.34,-74.67,9.493
50.34,-74.67,10.043
50.34,-74.67,9.527
50.34,-74.67,9.6
50.34,-74.67,9.754
50.34,-74.67,9.494
50.34,-74.67,9.305
50.34,-74.67,10.174
50.34,-74.67,9.421
50.34,-74.67,9.848
50.34,-74.67,9.691
50.34,-74.67,9.61
50.34,-74.67,9.348
50.34,-74.67,10.187
50.34,-74.67,9.481
50.34,-74.67,9.38
50.34,-74.67,9.387
50.34,-74.67,9.942
50.34,-74.67,9.698
50.34,-74.67,9.27
50.34,-74.67,9.62
50.34,-74.67,9.889
50.34,-74.67,10.17
50.34,-74.67,9.575
50.34,-74.67,9.686
50.34,-74.67,9.65
50.34,-74.67,9.994
50.34,-74.67,9.495
50.34,-74.67,10.103
50.34,-74.67,9.379
50.34,-74.67,9.504
50.34,-74.67,10.055
50.34,-74.67,9.538
50.34,-74.67,9.612
50.34,-74.67,9.766
50.34,-74.67,9.506
50.34,-74.67,9.316
50.34,-74.67,10.185
50.34,-74.67,9.433
50.34,-74.67,9.86
50.34,-74.67,9.703
50.34,-74.67,9.622
50.34,-74.67,9.36
50.34,-74.67,10.199
50.34,-74.67,9.492
50.34,-74.67,9.391
50.34,-74.67,9.398
50.34,-74.67,9.954
50.34,-74.67,9.71
50.34,-74.67,9.282
50.34,-74.67,9.631
50.34,-74.67,9.9
50.34,-74.67,10.182
50.34,-74.67,9.586
50.34,-74.67,9.697
50.32,-74.59,9.662
50.32,-74.59,9.985
50.32,-74.59,9.511
50.32,-74.59,10.092
50.32,-74.59,9.38
50.32,-74.59,9.505
50.32,-74.59,10.052
50.32,-74.59,9.541
50.32,-74.59,9.631
50.32,-74.59,9.772
50.32,-74.59,9.485
50.32,-74.59,9.266
50.32,-74.59,10.195
50.32,-74.59,9.457
50.32,-74.59,9.868
50.32,-74.59,9.698
50.32,-74.59,9.613
50.32,-74.59,9.377
50.32,-74.59,10.212
50.32,-74.59,9.478
50.32,-74.59,9.384
50.32,-74.59,9.398
50.32,-74.59,9.972
50.32,-74.59,9.743
50.32,-74.59,9.248
50.32,-74.59,9.643
50.32,-74.59,9.882
50.32,-74.59,10.2
50.32,-74.59,9.587
50.32,-74.59,9.687
50.32,-74.6,9.607
50.32,-74.6,9.929
50.32,-74.6,9.455
50.32,-74.6,10.036
50.32,-74.6,9.324
50.32,-74.6,9.449
50.32,-74.6,9.996
50.32,-74.6,9.485
50.32,-74.6,9.575
50.32,-74.6,9.716
50.32,-74.6,9.429
50.32,-74.6,9.21
50.32,-74.6,10.139
50.32,-74.6,9.401
50.32,-74.6,9.812
50.32,-74.6,9.642
50.32,-74.6,9.557
50.32,-74.6,9.321
50.32,-74.6,10.156
50.32,-74.6,9.422
50.32,-74.6,9.328
50.32,-74.6,9.342
50.32,-74.6,9.916
50.32,-74.6,9.687
50.32,-74.6,9.192
50.32,-74.6,9.588
50.32,-74.6,9.826
50.32,-74.6,10.144
50.32,-74.6,9.531
50.32,-74.6,9.631
50.31,-74.6,9.609
50.31,-74.6,9.932
50.31,-74.6,9.458
50.31,-74.6,10.038
50.31,-74.6,9.327
50.31,-74.6,9.452
50.31,-74.6,9.999
50.31,-74.6,9.488
50.31,-74.6,9.578
50.31,-74.6,9.719
50.31,-74.6,9.432
50.31,-74.6,9.213
50.31,-74.6,10.142
50.31,-74.6,9.403
50.31,-74.6,9.815
50.31,-74.6,9.645
50.31,-74.6,9.56
50.31,-74.6,9.324
50.31,-74.6,10.159
50.31,-74.6,9.425
50.31,-74.6,9.331
50.31,-74.6,9.345
50.31,-74.6,9.919
50.31,-74.6,9.69
50.31,-74.6,9.195
50.31,-74.6,9.59
50.31,-74.6,9.829
50.31,-74.6,10.147
50.31,-74.6,9.534
50.31,-74.6,9.634
50.31,-74.61,9.659
50.31,-74.61,9.982
50.31,-74.61,9.508
50.31,-74.61,10.088
50.31,-74.61,9.377
50.31,-74.61,9.501
50.31,-74.61,10.049
50.31,-74.61,9.538
50.31,-74.61,9.627
50.31,-74.61,9.768
50.31,-74.61,9.482
50.31,-74.61,9.262
50.31,-74.61,10.191
50.31,-74.61,9.453
50.31,-74.61,9.864
50.31,-74.61,9.695
50.31,-74.61,9.61
50.31,-74.61,9.373
50.31,-74.61,10.209
50.31,-74.61,9.474
50.31,-74.61,9.381
50.31,-74.61,9.395
50.31,-74.61,9.968
50.31,-74.61,9.74
50.31,-74.61,9.245
50.31,-74.61,9.64
50.31,-74.61,9.878
50.31,-74.61,10.196
50.31,-74.61,9.583
50.31,-74.61,9.683
50.36,-74.46,9.461
50.36,-74.46,9.782
50.36,-74.46,9.31
50.36,-74.46,9.891
50.36,-74.46,9.179
50.36,-74.46,9.303
50.36,-74.46,9.852
50.36,-74.46,9.339
50.36,-74.46,9.429
50.36,-74.46,9.57
50.36,-74.46,9.284
50.36,-74.46,9.066
50.36,-74.46,9.993
50.36,-74.46,9.256
50.36,-74.46,9.667
50.36,-74.46,9.496
50.36,-74.46,9.411
50.36,-74.46,9.176
50.36,-74.46,10.011
50.36,-74.46,9.277
50.36,-74.46,9.184
50.36,-74.46,9.198
50.36,-74.46,9.771
50.36,-74.46,9.542
50.36,-74.46,9.046
50.36,-74.46,9.442
50.36,-74.46,9.68
50.36,-74.46,9.998
50.36,-74.46,9.386
50.36,-74.46,9.485
50.36,-74.46,9.452
50.36,-74.46,9.772
50.36,-74.46,9.301
50.36,-74.46,9.881
50.36,-74.46,9.169
50.36,-74.46,9.293
50.36,-74.46,9.842
50.36,-74.46,9.33
50.36,-74.46,9.42
50.36,-74.46,9.56
50.36,-74.46,9.274
50.36,-74.46,9.056
50.36,-74.46,9.984
50.36,-74.46,9.247
50.36,-74.46,9.658
50.36,-74.46,9.486
50.36,-74.46,9.402
50.36,-74.46,9.167
50.36,-74.46,10.001
50.36,-74.46,9.267
50.36,-74.46,9.174
50.36,-74.46,9.188
50.36,-74.46,9.761
50.36,-74.46,9.532
50.36,-74.46,9.036
50.36,-74.46,9.432
50.36,-74.46,9.67
50.36,-74.46,9.988
50.36,-74.46,9.376
50.36,-74.46,9.475
50.36,-74.46,9.442
50.36,-74.46,9.763
50.36,-74.46,9.291
50.36,-74.46,9.871
50.36,-74.46,9.16
50.36,-74.46,9.283
50.36,-74.46,9.832
50.36,-74.46,9.32
50.36,-74.46,9.41
50.36,-74.46,9.551
50.36,-74.46,9.264
50.36,-74.46,9.046
50.36,-74.46,9.974
50.36,-74.46,9.237
50.36,-74.46,9.648
50.36,-74.46,9.477
50.36,-74.46,9.392
50.36,-74.46,9.157
50.36,-74.46,9.992
50.36,-74.46,9.258
50.36,-74.46,9.164
50.36,-74.46,9.178
50.36,-74.46,9.752
50.36,-74.46,9.523
50.36,-74.46,9.026
50.36,-74.46,9.423
50.36,-74.46,9.661
50.36,-74.46,9.979
50.36,-74.46,9.367
50.36,-74.46,9.466
50.35,-74.46,9.429
50.35,-74.46,9.749
50.35,-74.46,9.278
50.35,-74.46,9.858
50.35,-74.46,9.146
50.35,-74.46,9.27
50.35,-74.46,9.818
50.35,-74.46,9.307
50.35,-74.46,9.397
50.35,-74.46,9.537
50.35,-74.46,9.251
50.35,-74.46,9.033
50.35,-74.46,9.96
50.35,-74.46,9.223
50.35,-74.46,9.634
50.35,-74.46,9.463
50.35,-74.46,9.379
50.35,-74.46,9.144
50.35,-74.46,9.978
50.35,-74.46,9.244
50.35,-74.46,9.151
50.35,-74.46,9.165
50.35,-74.46,9.738
50.35,-74.46,9.509
50.35,-74.46,9.013
50.35,-74.46,9.409
50.35,-74.46,9.647
50.35,-74.46,9.965
50.35,-74.46,9.353
50.35,-74.46,9.452
50.35,-74.46,9.419
50.35,-74.46,9.739
50.35,-74.46,9.268
50.35,-74.46,9.848
50.35,-74.46,9.136
50.35,-74.46,9.26
50.35,-74.46,9.808
50.35,-74.46,9.297
50.35,-74.46,9.387
50.35,-74.46,9.527
50.35,-74.46,9.241
50.35,-74.46,9.023
50.35,-74.46,9.951
50.35,-74.46,9.214
50.35,-74.46,9.624
50.35,-74.46,9.453
50.35,-74.46,9.369
50.35,-74.46,9.134
50.35,-74.46,9.968
50.35,-74.46,9.234
50.35,-74.46,9.141
50.35,-74.46,9.155
50.35,-74.46,9.728
50.35,-74.46,9.5
50.35,-74.46,9.003
50.35,-74.46,9.399
50.35,-74.46,9.637
50.35,-74.46,9.955
50.35,-74.46,9.343
50.35,-74.46,9.443
50.24,-75.33,10.023
50.24,-75.33,10.372
50.24,-75.33,9.867
50.24,-75.33,10.48
50.24,-75.33,9.75
50.24,-75.33,9.878
50.24,-75.33,10.432
50.24,-75.33,9.911
50.24,-75.33,9.985
50.24,-75.33,10.141
50.24,-75.33,9.878
50.24,-75.33,9.687
50.24,-75.33,10.564
50.24,-75.33,9.803
50.24,-75.33,10.234
50.24,-75.33,10.078
50.24,-75.33,9.996
50.24,-75.33,9.73
50.24,-75.33,10.578
50.24,-75.33,9.864
50.24,-75.33,9.763
50.24,-75.33,9.769
50.24,-75.33,10.329
50.24,-75.33,10.083
50.24,-75.33,9.653
50.24,-75.33,10.004
50.24,-75.33,10.277
50.24,-75.33,10.56
50.24,-75.33,9.959
50.24,-75.33,10.072
50.23,-75.33,10.034
50.23,-75.33,10.383
50.23,-75.33,9.878
50.23,-75.33,10.491
50.23,-75.33,9.761
50.23,-75.33,9.888
50.23,-75.33,10.443
50.23,-75.33,9.922
50.23,-75.33,9.996
50.23,-75.33,10.152
50.23,-75.33,9.889
50.23,-75.33,9.698
50.23,-75.33,10.574
50.23,-75.33,9.814
50.23,-75.33,10.245
50.23,-75.33,10.089
50.23,-75.33,10.007
50.23,-75.33,9.741
50.23,-75.33,10.588
50.23,-75.33,9.875
50.23,-75.33,9.773
50.23,-75.33,9.78
50.23,-75.33,10.34
50.23,-75.33,10.094
50.23,-75.33,9.664
50.23,-75.33,10.015
50.23,-75.33,10.288
50.23,-75.33,10.571
50.23,-75.33,9.97
50.23,-75.33,10.083
50.23,-75.33,10.034
50.23,-75.33,10.383
50.23,-75.33,9.878
50.23,-75.33,10.491
50.23,-75.33,9.761
50.23,-75.33,9.888
50.23,-75.33,10.443
50.23,-75.33,9.922
50.23,-75.33,9.996
50.23,-75.33,10.152
50.23,-75.33,9.889
50.23,-75.33,9.698
50.23,-75.33,10.574
50.23,-75.33,9.814
50.23,-75.33,10.245
50.23,-75.33,10.089
50.23,-75.33,10.007
50.23,-75.33,9.741
50.23,-75.33,10.588
50.23,-75.33,9.875
50.23,-75.33,9.773
50.23,-75.33,9.78
50.23,-75.33,10.34
50.23,-75.33,10.094
50.23,-75.33,9.664
50.23,-75.33,10.015
50.23,-75.33,10.288
50.23,-75.33,10.571
50.23,-75.33,9.97
50.23,-75.33,10.083
50.23,-75.33,10.023
50.23,-75.33,10.372
50.23,-75.33,9.867
50.23,-75.33,10.48
50.23,-75.33,9.75
50.23,-75.33,9.878
50.23,-75.33,10.432
50.23,-75.33,9.911
50.23,-75.33,9.985
50.23,-75.33,10.141
50.23,-75.33,9.878
50.23,-75.33,9.688
50.23,-75.33,10.563
50.23,-75.33,9.803
50.23,-75.33,10.234
50.23,-75.33,10.078
50.23,-75.33,9.996
50.23,-75.33,9.73
50.23,-75.33,10.578
50.23,-75.33,9.864
50.23,-75.33,9.763
50.23,-75.33,9.769
50.23,-75.33,10.329
50.23,-75.33,10.083
50.23,-75.33,9.653
50.23,-75.33,10.004
50.23,-75.33,10.277
50.23,-75.33,10.56
50.23,-75.33,9.959
50.23,-75.33,10.072
50.17,-75.35,10.081
50.17,-75.35,10.43
50.17,-75.35,9.925
50.17,-75.35,10.538
50.17,-75.35,9.809
50.17,-75.35,9.936
50.17,-75.35,10.49
50.17,-75.35,9.969
50.17,-75.35,10.043
50.17,-75.35,10.2
50.17,-75.35,9.936
50.17,-75.35,9.746
50.17,-75.35,10.622
50.17,-75.35,9.862
50.17,-75.35,10.293
50.17,-75.35,10.136
50.17,-75.35,10.055
50.17,-75.35,9.789
50.17,-75.35,10.636
50.17,-75.35,9.923
50.17,-75.35,9.821
50.17,-75.35,9.828
50.17,-75.35,10.388
50.17,-75.35,10.142
50.17,-75.35,9.712
50.17,-75.35,10.063
50.17,-75.35,10.335
50.17,-75.35,10.618
50.17,-75.35,10.018
50.17,-75.35,10.13
50.17,-75.34,10.035
50.17,-75.34,10.384
50.17,-75.34,9.879
50.17,-75.34,10.492
50.17,-75.34,9.763
50.17,-75.34,9.89
50.17,-75.34,10.444
50.17,-75.34,9.923
50.17,-75.34,9.997
50.17,-75.34,10.154
50.17,-75.34,9.89
50.17,-75.34,9.7
50.17,-75.34,10.575
50.17,-75.34,9.816
50.17,-75.34,10.246
50.17,-75.34,10.09
50.17,-75.34,10.009
50.17,-75.34,9.743
50.17,-75.34,10.59
50.17,-75.34,9.877
50.17,-75.34,9.775
50.17,-75.34,9.782
50.17,-75.34,10.341
50.17,-75.34,10.095
50.17,-75.34,9.666
50.17,-75.34,10.017
50.17,-75.34,10.289
50.17,-75.34,10.572
50.17,-75.34,9.972
50.17,-75.34,10.084
50.17,-75.14,10.101
50.17,-75.14,10.449
50.17,-75.14,9.946
50.17,-75.14,10.556
50.17,-75.14,9.83
50.17,-75.14,9.956
50.17,-75.14,10.508
50.17,-75.14,9.99
50.17,-75.14,10.063
50.17,-75.14,10.219
50.17,-75.14,9.957
50.17,-75.14,9.767
50.17,-75.14,10.64
50.17,-75.14,9.883
50.17,-75.14,10.312
50.17,-75.14,10.156
50.17,-75.14,10.075
50.17,-75.14,9.81
50.17,-75.14,10.654
50.17,-75.14,9.943
50.17,-75.14,9.842
50.17,-75.14,9.849
50.17,-75.14,10.407
50.17,-75.14,10.162
50.17,-75.14,9.733
50.17,-75.14,10.083
50.17,-75.14,10.354
50.17,-75.14,10.636
50.17,-75.14,10.038
50.17,-75.14,10.15
50.18,-74.99,10.113
50.18,-74.99,10.46
50.18,-74.99,9.959
50.18,-74.99,10.567
50.18,-74.99,9.842
50.18,-74.99,9.969
50.18,-74.99,10.519
50.18,-74.99,10.002
50.18,-74.99,10.076
50.18,-74.99,10.231
50.18,-74.99,9.969
50.18,-74.99,9.779
50.18,-74.99,10.65
50.18,-74.99,9.895
50.18,-74.99,10.323
50.18,-74.99,10.168
50.18,-74.99,10.087
50.18,-74.99,9.823
50.18,-74.99,10.664
50.18,-74.99,9.956
50.18,-74.99,9.855
50.18,-74.99,9.861
50.18,-74.99,10.418
50.18,-74.99,10.174
50.18,-74.99,9.746
50.18,-74.99,10.095
50.18,-74.99,10.366
50.18,-74.99,10.647
50.18,-74.99,10.05
50.18,-74.99,10.162
50.13,-74.95,10.187
50.13,-74.95,10.534
50.13,-74.95,10.033
50.13,-74.95,10.64
50.13,-74.95,9.917
50.13,-74.95,10.043
50.13,-74.95,10.593
50.13,-74.95,10.077
50.13,-74.95,10.15
50.13,-74.95,10.305
50.13,-74.95,10.044
50.13,-74.95,9.854
50.13,-74.95,10.724
50.13,-74.95,9.97
50.13,-74.95,10.397
50.13,-74.95,10.242
50.13,-74.95,10.161
50.13,-74.95,9.897
50.13,-74.95,10.738
50.13,-74.95,10.03
50.13,-74.95,9.929
50.13,-74.95,9.936
50.13,-74.95,10.492
50.13,-74.95,10.248
50.13,-74.95,9.821
50.13,-74.95,10.169
50.13,-74.95,10.439
50.13,-74.95,10.721
50.13,-74.95,10.125
50.13,-74.95,10.236
50.14,-74.96,10.206
50.14,-74.96,10.552
50.14,-74.96,10.051
50.14,-74.96,10.658
50.14,-74.96,9.935
50.14,-74.96,10.061
50.14,-74.96,10.611
50.14,-74.96,10.095
50.14,-74.96,10.168
50.14,-74.96,10.323
50.14,-74.96,10.062
50.14,-74.96,9.872
50.14,-74.96,10.742
50.14,-74.96,9.988
50.14,-74.96,10.416
50.14,-74.96,10.26
50.14,-74.96,10.179
50.14,-74.96,9.916
50.14,-74.96,10.756
50.14,-74.96,10.048
50.14,-74.96,9.947
50.14,-74.96,9.954
50.14,-74.96,10.51
50.14,-74.96,10.266
50.14,-74.96,9.839
50.14,-74.96,10.187
50.14,-74.96,10.458
50.14,-74.96,10.739
50.14,-74.96,10.143
50.14,-74.96,10.254
50.14,-74.83,10.089
50.14,-74.83,10.435
50.14,-74.83,9.936
50.14,-74.83,10.541
50.14,-74.83,9.82
50.14,-74.83,9.945
50.14,-74.83,10.494
50.14,-74.83,9.979
50.14,-74.83,10.052
50.14,-74.83,10.207
50.14,-74.83,9.946
50.14,-74.83,9.756
50.14,-74.83,10.625
50.14,-74.83,9.872
50.14,-74.83,10.299
50.14,-74.83,10.144
50.14,-74.83,10.063
50.14,-74.83,9.8
50.14,-74.83,10.638
50.14,-74.83,9.932
50.14,-74.83,9.832
50.14,-74.83,9.838
50.14,-74.83,10.394
50.14,-74.83,10.15
50.14,-74.83,9.723
50.14,-74.83,10.072
50.14,-74.83,10.341
50.14,-74.83,10.622
50.14,-74.83,10.027
50.14,-74.83,10.137
50.12,-74.55,9.937
50.12,-74.55,10.258
50.12,-74.55,9.788
50.12,-74.55,10.362
50.12,-74.55,9.658
50.12,-74.55,9.781
50.12,-74.55,10.324
50.12,-74.55,9.818
50.12,-74.55,9.907
50.12,-74.55,10.046
50.12,-74.55,9.762
50.12,-74.55,9.543
50.12,-74.55,10.466
50.12,-74.55,9.734
50.12,-74.55,10.141
50.12,-74.55,9.973
50.12,-74.55,9.888
50.12,-74.55,9.655
50.12,-74.55,10.483
50.12,-74.55,9.754
50.12,-74.55,9.661
50.12,-74.55,9.675
50.12,-74.55,10.245
50.12,-74.55,10.018
